EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Date
0.69,46.2%,1.1%,BUF (W),NYJ,1.0,2013,Week 11
0.67,44.1%,0.3%,MIA (W),SD,1.0,2013,Week 11
0.66,44.1%,0.7%,ATL (L),TB,0.5,2013,Week 11
0.65,42.4%,0.1%,TEN (L),IND,1.5,2013,Week 11
0.63,40.7%,0.3%,PIT (W),DET,1.5,2013,Week 11
0.61,32.4%,0.1%,CLE (L),CIN,1.0,2013,Week 11
0.60,40.0%,1.1%,NE (L),CAR,2.5,2013,Week 11
0.59,37.7%,0.6%,GB (L),NYG,1.5,2013,Week 11
0.58,38.4%,0.0%,SF (L),NO,3.5,2013,Week 11
0.56,36.7%,0.1%,BAL (L),CHI,1.5,2013,Week 11
0.50,32.4%,0.1%,WAS (L),PHI,0.0,2013,Week 11
0.49,22.7%,0.1%,JAX (L),ARI,0.0,2013,Week 11
0.39,25.4%,0.1%,KC (L),DEN,2.5,2013,Week 11
0.36,19.5%,0.1%,OAK (W),HOU,0.0,2013,Week 11
0.29,15.4%,0.0%,MIN (L),SEA,0.0,2013,Week 11
1.23,80.5%,15.5%,HOU (L),JAX,0.5,2013,Week 12
1.15,75.7%,13.2%,NO (W),ATL,2.0,2013,Week 12
1.15,69.6%,1.6%,GB (tie),MIN,0.5,2013,Week 12
1.11,67.6%,1.8%,SF (W),WAS,3.0,2013,Week 12
1.05,65.0%,3.7%,CAR (W),MIA,3.0,2013,Week 12
1.05,65.9%,5.1%,BAL (W),NYJ,1.0,2013,Week 12
1.05,62.7%,0.2%,ARI (W),IND,1.0,2013,Week 12
1.00,62.6%,4.7%,KC (L),SD,2.0,2013,Week 12
0.98,58.6%,0.3%,TEN (W),OAK,1.5,2013,Week 12
0.97,57.6%,0.2%,CLE (L),PIT,1.0,2013,Week 12
0.96,57.8%,0.4%,NYG (L),DAL,0.5,2013,Week 12
0.93,55.2%,0.5%,STL (W),CHI,0.5,2013,Week 12
0.90,74.9%,48.7%,DET (L),TB,2.5,2013,Week 12
0.86,51.7%,0.2%,DEN (L),NE,5.0,2013,Week 12
0.81,48.3%,0.1%,NE (W),DEN,3.0,2013,Week 12
0.77,25.1%,0.1%,TB (W),DET,0.5,2013,Week 12
0.74,44.8%,1.3%,CHI (L),STL,0.0,2013,Week 12
0.71,42.2%,0.2%,DAL (W),NYG,2.0,2013,Week 12
0.70,42.4%,0.9%,PIT (W),CLE,1.5,2013,Week 12
0.69,41.4%,0.5%,OAK (L),TEN,0.0,2013,Week 12
0.67,37.4%,0.1%,SD (W),KC,2.5,2013,Week 12
0.62,37.3%,0.3%,IND (L),ARI,2.5,2013,Week 12
0.62,34.1%,0.0%,NYJ (L),BAL,0.5,2013,Week 12
0.61,35.0%,0.4%,MIA (L),CAR,1.0,2013,Week 12
0.56,32.4%,0.1%,WAS (L),SF,0.0,2013,Week 12
0.52,30.4%,0.0%,MIN (tie),GB,0.0,2013,Week 12
0.51,24.3%,0.0%,ATL (L),NO,0.5,2013,Week 12
0.44,19.5%,0.1%,JAX (W),HOU,0.0,2013,Week 12
1.11,75.7%,6.7%,SF (W),STL,2.5,2013,Week 13
1.10,78.8%,19.1%,DAL (W),OAK,1.0,2013,Week 13
1.09,71.7%,0.2%,SEA (W),NO,3.5,2013,Week 13
1.07,74.1%,9.7%,CLE (L),JAX,0.0,2013,Week 13
1.06,70.9%,3.4%,DET (W),GB,2.0,2013,Week 13
1.02,67.1%,0.5%,DEN (W),KC,5.0,2013,Week 13
0.99,65.9%,1.7%,BUF (L),ATL,0.5,2013,Week 13
0.98,72.6%,21.0%,NE (W),HOU,2.5,2013,Week 13
0.97,74.4%,27.9%,CAR (W),TB,2.5,2013,Week 13
0.94,62.7%,1.7%,PHI (W),ARI,2.5,2013,Week 13
0.94,62.3%,1.1%,IND (W),TEN,2.0,2013,Week 13
0.91,60.0%,0.7%,BAL (W),PIT,1.0,2013,Week 13
0.83,54.8%,0.3%,CIN (W),SD,3.0,2013,Week 13
0.79,52.4%,1.3%,MIN (W),CHI,0.0,2013,Week 13
0.77,50.7%,0.5%,MIA (W),NYJ,1.0,2013,Week 13
0.77,50.5%,0.3%,WAS (L),NYG,0.0,2013,Week 13
0.75,49.5%,0.4%,NYG (W),WAS,0.5,2013,Week 13
0.75,49.3%,0.3%,NYJ (L),MIA,0.5,2013,Week 13
0.73,47.6%,1.0%,CHI (L),MIN,0.0,2013,Week 13
0.69,45.2%,0.4%,SD (L),CIN,3.0,2013,Week 13
0.61,40.0%,0.2%,PIT (L),BAL,1.5,2013,Week 13
0.58,37.7%,0.0%,TEN (L),IND,1.5,2013,Week 13
0.58,37.3%,0.2%,ARI (L),PHI,1.0,2013,Week 13
0.55,25.6%,0.1%,TB (L),CAR,0.5,2013,Week 13
0.54,27.4%,0.0%,HOU (L),NE,0.5,2013,Week 13
0.53,34.1%,0.5%,ATL (W),BUF,0.5,2013,Week 13
0.50,32.9%,0.1%,KC (L),DEN,2.5,2013,Week 13
0.46,29.1%,0.3%,GB (L),DET,1.0,2013,Week 13
0.45,25.9%,0.1%,JAX (W),CLE,0.0,2013,Week 13
0.43,28.3%,0.1%,NO (L),SEA,2.5,2013,Week 13
0.42,21.2%,0.1%,OAK (L),DAL,0.0,2013,Week 13
0.41,24.3%,0.0%,STL (L),SF,0.5,2013,Week 13
1.21,84.3%,16.3%,DEN (W),TEN,5.0,2013,Week 14
1.13,80.8%,21.0%,NE (W),CLE,1.5,2013,Week 14
1.10,73.3%,2.7%,CIN (W),IND,3.0,2013,Week 14
0.97,64.5%,1.9%,SD (W),NYG,3.5,2013,Week 14
0.97,65.9%,5.9%,ARI (W),STL,1.0,2013,Week 14
0.96,63.3%,1.4%,GB (W),ATL,0.5,2013,Week 14
0.93,62.7%,5.4%,KC (W),WAS,2.5,2013,Week 14
0.92,61.1%,2.5%,NO (W),CAR,3.0,2013,Week 14
0.91,70.1%,27.1%,BAL (W),MIN,0.0,2013,Week 14
0.90,60.0%,2.2%,HOU (L),JAX,0.0,2013,Week 14
0.90,60.0%,2.6%,PIT (L),MIA,1.5,2013,Week 14
0.89,59.3%,1.9%,TB (W),BUF,0.0,2013,Week 14
0.89,59.3%,1.9%,NYJ (W),OAK,0.5,2013,Week 14
0.85,56.1%,0.8%,PHI (W),DET,3.0,2013,Week 14
0.84,54.8%,0.1%,SF (W),SEA,3.0,2013,Week 14
0.82,54.2%,1.6%,CHI (W),DAL,0.0,2013,Week 14
0.70,45.8%,0.5%,DAL (L),CHI,1.5,2013,Week 14
0.69,45.2%,0.2%,SEA (L),SF,5.0,2013,Week 14
0.67,43.9%,0.5%,DET (L),PHI,3.0,2013,Week 14
0.63,40.7%,0.3%,OAK (L),NYJ,0.0,2013,Week 14
0.63,40.7%,0.5%,BUF (L),TB,1.0,2013,Week 14
0.62,40.0%,0.4%,MIA (W),PIT,1.5,2013,Week 14
0.62,40.0%,0.5%,JAX (W),HOU,0.0,2013,Week 14
0.61,29.9%,0.0%,MIN (L),BAL,0.0,2013,Week 14
0.61,38.9%,0.1%,CAR (L),NO,3.0,2013,Week 14
0.60,37.3%,1.0%,WAS (L),KC,0.0,2013,Week 14
0.57,36.7%,0.1%,ATL (L),GB,1.0,2013,Week 14
0.55,34.1%,0.1%,STL (L),ARI,0.5,2013,Week 14
0.55,35.5%,0.5%,NYG (L),SD,0.5,2013,Week 14
0.42,26.7%,0.1%,IND (L),CIN,3.0,2013,Week 14
0.40,19.2%,0.0%,CLE (L),NE,0.0,2013,Week 14
0.31,15.7%,0.0%,TEN (L),DEN,2.0,2013,Week 14
1.21,80.5%,5.5%,DEN (L),SD,5.0,2013,Week 15
1.19,78.1%,1.8%,SEA (W),NYG,5.0,2013,Week 15
1.08,78.7%,24.4%,CAR (W),NYJ,2.5,2013,Week 15
1.06,71.4%,4.7%,NO (L),STL,2.5,2013,Week 15
1.05,70.5%,4.1%,IND (W),HOU,2.5,2013,Week 15
1.03,70.5%,8.5%,KC (W),OAK,2.0,2013,Week 15
1.03,67.6%,0.6%,DAL (L),GB,1.0,2013,Week 15
1.01,68.0%,6.0%,ATL (W),WAS,0.0,2013,Week 15
1.00,66.7%,3.0%,DET (L),BAL,2.5,2013,Week 15
1.00,67.0%,4.5%,SF (W),TB,3.0,2013,Week 15
0.98,71.4%,20.4%,PHI (L),MIN,2.5,2013,Week 15
0.96,64.5%,4.7%,BUF (W),JAX,0.0,2013,Week 15
0.88,57.8%,0.7%,ARI (W),TEN,0.5,2013,Week 15
0.86,55.9%,0.2%,MIA (W),NE,2.0,2013,Week 15
0.81,53.1%,1.0%,CIN (L),PIT,4.0,2013,Week 15
0.79,50.5%,1.3%,CLE (L),CHI,0.0,2013,Week 15
0.73,49.5%,4.9%,CHI (W),CLE,0.0,2013,Week 15
0.72,46.9%,0.3%,PIT (W),CIN,2.0,2013,Week 15
0.67,44.1%,0.7%,NE (L),MIA,2.0,2013,Week 15
0.65,42.2%,0.6%,TEN (L),ARI,3.0,2013,Week 15
0.57,35.5%,0.7%,JAX (L),BUF,0.0,2013,Week 15
0.55,28.6%,0.6%,MIN (W),PHI,0.0,2013,Week 15
0.53,33.0%,0.0%,TB (L),SF,0.0,2013,Week 15
0.53,33.3%,0.1%,BAL (W),DET,0.0,2013,Week 15
0.52,32.0%,0.1%,WAS (L),ATL,0.0,2013,Week 15
0.50,32.4%,0.2%,GB (W),DAL,0.5,2013,Week 15
0.50,29.5%,0.1%,OAK (L),KC,0.0,2013,Week 15
0.47,29.5%,0.0%,HOU (L),IND,0.0,2013,Week 15
0.46,28.6%,0.0%,STL (W),NO,1.0,2013,Week 15
0.45,21.3%,0.2%,NYJ (L),CAR,0.5,2013,Week 15
0.34,21.9%,0.1%,NYG (L),SEA,1.0,2013,Week 15
0.32,19.5%,0.1%,SD (W),DEN,5.0,2013,Week 15
1.20,87.9%,16.1%,SF (W),ATL,0.0,2013,Week 16
1.11,79.7%,5.0%,DEN (W),HOU,4.5,2013,Week 16
1.11,79.0%,3.8%,SEA (L),ARI,5.0,2013,Week 16
1.10,79.9%,8.1%,DET (L),NYG,0.5,2013,Week 16
1.06,75.7%,2.1%,KC (L),IND,0.0,2013,Week 16
1.01,75.7%,14.1%,CIN (W),MIN,3.0,2013,Week 16
1.00,80.2%,30.9%,SD (W),OAK,4.5,2013,Week 16
0.91,65.3%,2.5%,TEN (W),JAX,3.5,2013,Week 16
0.89,62.3%,0.1%,CAR (W),NO,2.5,2013,Week 16
0.86,61.7%,2.5%,STL (W),TB,0.0,2013,Week 16
0.86,60.9%,0.7%,DAL (W),WAS,0.0,2013,Week 16
0.82,57.8%,0.9%,PHI (W),CHI,3.5,2013,Week 16
0.77,55.2%,2.7%,NYJ (W),CLE,0.0,2013,Week 16
0.75,51.7%,0.2%,PIT (W),GB,4.0,2013,Week 16
0.73,51.7%,0.3%,NE (W),BAL,3.5,2013,Week 16
0.73,50.9%,0.6%,BUF (W),MIA,0.0,2013,Week 16
0.69,49.1%,2.3%,MIA (L),BUF,3.5,2013,Week 16
0.68,48.3%,0.2%,BAL (L),NE,0.0,2013,Week 16
0.67,48.3%,3.1%,GB (L),PIT,1.0,2013,Week 16
0.65,44.8%,0.6%,CLE (L),NYJ,0.0,2013,Week 16
0.60,42.2%,0.8%,CHI (L),PHI,0.0,2013,Week 16
0.56,39.1%,0.4%,WAS (L),DAL,0.0,2013,Week 16
0.55,38.3%,0.3%,TB (L),STL,0.0,2013,Week 16
0.53,37.7%,0.6%,NO (L),CAR,4.5,2013,Week 16
0.50,34.7%,0.1%,JAX (L),TEN,0.0,2013,Week 16
0.41,19.8%,0.1%,OAK (L),SD,0.0,2013,Week 16
0.41,24.3%,0.3%,MIN (L),CIN,0.0,2013,Week 16
0.35,24.3%,0.3%,IND (W),KC,5.0,2013,Week 16
0.32,20.1%,0.3%,NYG (W),DET,2.0,2013,Week 16
0.31,21.0%,0.0%,ARI (W),SEA,1.0,2013,Week 16
0.31,20.3%,0.0%,HOU (L),DEN,0.0,2013,Week 16
0.22,12.1%,0.1%,ATL (L),SF,0.0,2013,Week 16
1.21,83.7%,2.4%,SEA (W),STL,0.0,2013,Week 17
1.18,81.3%,2.8%,SD (W),KC,0.0,2013,Week 17
1.16,81.0%,3.6%,DEN (W),OAK,0.0,2013,Week 17
1.15,82.0%,10.4%,IND (W),JAX,0.0,2013,Week 17
1.13,81.3%,13.4%,NO (W),TB,0.0,2013,Week 17
1.06,74.0%,4.6%,NE (W),BUF,0.0,2013,Week 17
1.04,71.8%,1.4%,CIN (W),BAL,0.0,2013,Week 17
1.03,71.9%,3.6%,TEN (W),HOU,0.0,2013,Week 17
1.03,72.3%,5.8%,PHI (W),DAL,0.0,2013,Week 17
1.02,72.6%,7.5%,MIA (L),NYJ,0.0,2013,Week 17
0.97,76.4%,29.2%,PIT (W),CLE,0.0,2013,Week 17
0.97,67.0%,2.4%,CAR (W),ATL,0.0,2013,Week 17
0.90,62.6%,1.9%,NYG (W),WAS,0.0,2013,Week 17
0.84,57.3%,0.1%,ARI (L),SF,0.0,2013,Week 17
0.84,57.4%,0.7%,GB (W),CHI,0.0,2013,Week 17
0.78,53.8%,1.8%,DET (L),MIN,0.0,2013,Week 17
0.68,46.2%,0.8%,MIN (W),DET,0.0,2013,Week 17
0.62,42.6%,0.8%,CHI (L),GB,0.0,2013,Week 17
0.61,42.7%,1.7%,SF (W),ARI,0.0,2013,Week 17
0.55,37.4%,0.5%,WAS (L),NYG,0.0,2013,Week 17
0.48,33.0%,1.4%,ATL (L),CAR,0.0,2013,Week 17
0.48,23.6%,0.2%,CLE (L),PIT,0.0,2013,Week 17
0.43,27.4%,0.3%,NYJ (W),MIA,0.0,2013,Week 17
0.42,27.7%,1.4%,DAL (L),PHI,0.0,2013,Week 17
0.42,28.1%,0.3%,HOU (L),TEN,0.0,2013,Week 17
0.42,28.2%,0.2%,BAL (L),CIN,0.0,2013,Week 17
0.40,26.0%,0.0%,BUF (L),NE,0.0,2013,Week 17
0.32,18.7%,0.1%,TB (L),NO,0.0,2013,Week 17
0.30,18.0%,0.1%,JAX (L),IND,0.0,2013,Week 17
0.29,19.0%,0.1%,OAK (L),DEN,0.0,2013,Week 17
0.28,18.7%,0.6%,KC (L),SD,0.0,2013,Week 17
0.24,16.3%,0.1%,STL (L),SEA,0.0,2013,Week 17
1.18,77.1%,3.5%,DEN (W),IND,5.0,2014,Week 1
1.08,72.6%,6.5%,NYJ (W),OAK,0.5,2014,Week 1
1.05,67.6%,0.8%,TB (L),CAR,0.5,2014,Week 1
1.04,68.6%,3.2%,DET (W),NYG,2.5,2014,Week 1
1.03,66.7%,1.3%,SEA (W),GB,4.5,2014,Week 1
1.01,81.3%,42.8%,PHI (W),JAX,2.0,2014,Week 1
0.99,68.9%,10.6%,PIT (W),CLE,2.0,2014,Week 1
0.98,71.6%,19.3%,CHI (L),BUF,0.5,2014,Week 1
0.96,63.3%,2.8%,NE (L),MIA,3.5,2014,Week 1
0.94,60.3%,0.4%,HOU (W),WAS,1.5,2014,Week 1
0.93,60.6%,1.3%,SF (W),DAL,3.0,2014,Week 1
0.92,59.3%,0.4%,ARI (W),SD,1.0,2014,Week 1
0.91,59.2%,0.7%,NO (L),ATL,3.5,2014,Week 1
0.91,60.3%,3.7%,KC (L),TEN,2.0,2014,Week 1
0.88,56.4%,0.4%,STL (L),MIN,1.0,2014,Week 1
0.79,51.2%,0.3%,BAL (L),CIN,3.0,2014,Week 1
0.76,48.8%,0.1%,CIN (W),BAL,2.0,2014,Week 1
0.68,43.6%,0.6%,MIN (W),STL,0.5,2014,Week 1
0.64,39.7%,0.0%,TEN (W),KC,0.5,2014,Week 1
0.64,40.8%,0.0%,ATL (W),NO,1.0,2014,Week 1
0.63,40.7%,0.2%,SD (L),ARI,2.0,2014,Week 1
0.62,39.4%,0.0%,DAL (L),SF,2.5,2014,Week 1
0.62,39.7%,0.2%,WAS (L),HOU,1.0,2014,Week 1
0.59,36.7%,0.0%,MIA (W),NE,2.5,2014,Week 1
0.57,28.4%,0.0%,BUF (W),CHI,1.0,2014,Week 1
0.56,31.1%,0.0%,CLE (L),PIT,1.5,2014,Week 1
0.54,18.7%,0.1%,JAX (L),PHI,0.0,2014,Week 1
0.53,33.3%,0.1%,GB (L),SEA,4.0,2014,Week 1
0.51,31.4%,0.1%,NYG (L),DET,1.0,2014,Week 1
0.51,32.4%,0.3%,CAR (W),TB,0.5,2014,Week 1
0.47,27.4%,0.1%,OAK (L),NYJ,0.0,2014,Week 1
0.38,22.9%,0.0%,IND (L),DEN,3.5,2014,Week 1
1.18,87.3%,27.1%,DEN (W),KC,5.0,2014,Week 2
1.04,72.9%,6.7%,SF (L),CHI,3.0,2014,Week 2
1.01,68.6%,0.8%,CIN (W),ATL,2.0,2014,Week 2
0.98,68.0%,4.6%,WAS (W),JAX,1.0,2014,Week 2
0.95,65.6%,2.3%,SEA (L),SD,5.0,2014,Week 2
0.94,74.1%,28.1%,GB (W),NYJ,4.0,2014,Week 2
0.93,65.9%,7.1%,TB (L),STL,0.0,2014,Week 2
0.93,68.0%,13.3%,NO (L),CLE,3.5,2014,Week 2
0.92,62.6%,1.3%,TEN (L),DAL,0.5,2014,Week 2
0.89,61.7%,2.7%,NE (W),MIN,3.5,2014,Week 2
0.87,60.0%,1.9%,HOU (W),OAK,1.5,2014,Week 2
0.85,57.8%,0.2%,BAL (W),PIT,3.5,2014,Week 2
0.85,57.9%,0.4%,IND (L),PHI,3.5,2014,Week 2
0.81,54.8%,0.3%,NYG (L),ARI,1.0,2014,Week 2
0.80,53.8%,0.2%,BUF (W),MIA,1.0,2014,Week 2
0.78,52.6%,0.1%,CAR (W),DET,1.0,2014,Week 2
0.70,47.4%,0.3%,DET (L),CAR,2.5,2014,Week 2
0.68,46.2%,0.7%,MIA (L),BUF,2.5,2014,Week 2
0.66,45.2%,0.9%,ARI (W),NYG,1.0,2014,Week 2
0.62,42.1%,0.1%,PHI (W),IND,2.5,2014,Week 2
0.62,42.2%,0.3%,PIT (L),BAL,2.0,2014,Week 2
0.60,40.0%,0.1%,OAK (L),HOU,0.0,2014,Week 2
0.58,38.3%,0.0%,MIN (L),NE,1.0,2014,Week 2
0.56,37.4%,0.2%,DAL (W),TEN,3.0,2014,Week 2
0.55,32.0%,0.0%,CLE (W),NO,1.5,2014,Week 2
0.55,34.1%,0.0%,STL (W),TB,1.0,2014,Week 2
0.54,25.9%,0.0%,NYJ (L),GB,0.5,2014,Week 2
0.52,34.4%,0.0%,SD (W),SEA,2.5,2014,Week 2
0.50,32.0%,0.1%,JAX (L),WAS,0.5,2014,Week 2
0.47,31.4%,0.1%,ATL (L),CIN,1.5,2014,Week 2
0.44,27.1%,0.0%,CHI (W),SF,0.5,2014,Week 2
0.29,12.7%,0.0%,KC (L),DEN,2.0,2014,Week 2
1.03,80.5%,20.2%,NO (W),MIN,3.0,2014,Week 3
1.02,88.3%,52.9%,NE (W),OAK,3.0,2014,Week 3
0.98,71.8%,6.3%,ATL (W),TB,1.0,2014,Week 3
0.97,70.9%,5.2%,CIN (W),TEN,2.0,2014,Week 3
0.97,68.5%,0.6%,MIA (L),KC,2.5,2014,Week 3
0.96,71.9%,9.5%,IND (W),JAX,3.5,2014,Week 3
0.96,67.1%,0.1%,SEA (W),DEN,4.5,2014,Week 3
0.93,65.9%,1.1%,PHI (W),WAS,2.0,2014,Week 3
0.90,63.3%,0.6%,CAR (L),PIT,0.5,2014,Week 3
0.82,57.4%,0.2%,SF (L),ARI,3.0,2014,Week 3
0.79,55.2%,0.2%,BUF (L),SD,1.0,2014,Week 3
0.76,53.8%,0.4%,BAL (W),CLE,3.5,2014,Week 3
0.76,53.8%,1.0%,DAL (W),STL,2.5,2014,Week 3
0.76,53.1%,0.1%,NYJ (L),CHI,0.5,2014,Week 3
0.75,52.6%,0.2%,NYG (W),HOU,1.0,2014,Week 3
0.75,52.6%,0.1%,DET (W),GB,2.5,2014,Week 3
0.67,47.4%,0.1%,GB (L),DET,4.0,2014,Week 3
0.67,47.4%,0.4%,HOU (L),NYG,1.5,2014,Week 3
0.67,46.9%,0.3%,CHI (W),NYJ,0.5,2014,Week 3
0.67,46.2%,0.0%,STL (L),DAL,1.0,2014,Week 3
0.66,46.2%,0.1%,CLE (L),BAL,1.5,2014,Week 3
0.64,44.8%,0.2%,SD (W),BUF,2.5,2014,Week 3
0.61,42.6%,0.0%,ARI (W),SF,1.0,2014,Week 3
0.53,36.7%,0.0%,PIT (W),CAR,2.0,2014,Week 3
0.49,34.1%,0.0%,WAS (L),PHI,1.0,2014,Week 3
0.47,32.9%,0.0%,DEN (L),SEA,5.0,2014,Week 3
0.46,28.1%,0.0%,JAX (L),IND,0.5,2014,Week 3
0.45,31.5%,0.1%,KC (W),MIA,2.0,2014,Week 3
0.45,29.1%,0.0%,TEN (L),CIN,0.5,2014,Week 3
0.45,28.2%,0.0%,TB (L),ATL,0.0,2014,Week 3
0.40,11.7%,0.0%,OAK (L),NE,0.0,2014,Week 3
0.39,19.5%,0.0%,MIN (L),NO,1.0,2014,Week 3
1.08,67.6%,2.7%,ATL (L),MIN,0.5,2014,Week 4
1.07,64.6%,0.5%,SF (W),PHI,2.5,2014,Week 4
1.04,63.3%,1.1%,MIA (W),OAK,2.0,2014,Week 4
1.04,74.7%,16.6%,IND (W),TEN,3.0,2014,Week 4
1.03,62.3%,0.9%,WAS (L),NYG,0.5,2014,Week 4
1.02,74.1%,17.7%,PIT (L),TB,1.5,2014,Week 4
1.00,60.0%,0.5%,BAL (W),CAR,3.0,2014,Week 4
0.98,85.1%,57.6%,SD (W),JAX,2.0,2014,Week 4
0.96,57.8%,0.3%,NO (L),DAL,3.0,2014,Week 4
0.96,57.4%,0.3%,NE (L),KC,3.0,2014,Week 4
0.93,55.7%,0.3%,HOU (W),BUF,1.5,2014,Week 4
0.89,52.6%,0.0%,NYJ (L),DET,0.5,2014,Week 4
0.88,52.8%,0.3%,GB (W),CHI,4.0,2014,Week 4
0.80,47.2%,0.1%,CHI (L),GB,0.5,2014,Week 4
0.78,47.4%,0.5%,DET (W),NYJ,2.5,2014,Week 4
0.75,44.3%,0.0%,BUF (L),HOU,1.0,2014,Week 4
0.72,42.6%,0.1%,KC (W),NE,2.0,2014,Week 4
0.72,42.2%,0.0%,DAL (W),NO,2.5,2014,Week 4
0.69,14.9%,0.1%,JAX (L),SD,0.5,2014,Week 4
0.68,40.0%,0.0%,CAR (L),BAL,0.5,2014,Week 4
0.66,25.9%,0.0%,TB (W),PIT,0.0,2014,Week 4
0.65,37.7%,0.1%,NYG (W),WAS,1.0,2014,Week 4
0.64,25.3%,0.0%,TEN (L),IND,0.5,2014,Week 4
0.64,36.7%,0.1%,OAK (L),MIA,0.0,2014,Week 4
0.60,35.4%,0.1%,PHI (L),SF,2.0,2014,Week 4
0.60,32.4%,0.0%,MIN (W),ATL,1.0,2014,Week 4
1.10,76.9%,3.4%,DEN (W),ARI,5.0,2014,Week 5
1.07,78.8%,17.0%,GB (W),MIN,4.0,2014,Week 5
1.04,73.2%,4.4%,SD (W),NYJ,1.5,2014,Week 5
1.03,81.3%,32.4%,NO (W),TB,2.5,2014,Week 5
0.99,71.9%,9.9%,SEA (W),WAS,4.5,2014,Week 5
0.98,68.0%,1.4%,DAL (W),HOU,2.5,2014,Week 5
0.96,66.7%,0.8%,SF (W),KC,2.5,2014,Week 5
0.95,65.3%,0.7%,NYG (W),ATL,0.5,2014,Week 5
0.94,68.0%,8.6%,PIT (W),JAX,1.5,2014,Week 5
0.92,66.7%,8.4%,PHI (W),STL,2.0,2014,Week 5
0.92,67.5%,11.3%,DET (L),BUF,2.5,2014,Week 5
0.81,55.7%,0.2%,IND (W),BAL,3.0,2014,Week 5
0.80,54.8%,0.3%,CIN (L),NE,2.0,2014,Week 5
0.75,51.7%,0.1%,CAR (W),CHI,0.5,2014,Week 5
0.75,51.7%,0.3%,CLE (W),TEN,1.5,2014,Week 5
0.70,48.3%,0.3%,TEN (L),CLE,0.5,2014,Week 5
0.70,48.3%,0.1%,CHI (L),CAR,0.5,2014,Week 5
0.66,45.2%,0.1%,NE (W),CIN,3.0,2014,Week 5
0.65,44.3%,0.0%,BAL (L),IND,3.5,2014,Week 5
0.54,32.5%,0.0%,BUF (W),DET,1.0,2014,Week 5
0.53,33.3%,0.0%,STL (L),PHI,1.5,2014,Week 5
0.51,32.0%,0.0%,JAX (L),PIT,0.5,2014,Week 5
0.51,34.7%,0.1%,ATL (L),NYG,1.0,2014,Week 5
0.49,33.3%,0.0%,KC (L),SF,2.5,2014,Week 5
0.47,32.0%,0.0%,HOU (L),DAL,1.5,2014,Week 5
0.46,28.1%,0.0%,WAS (L),SEA,1.0,2014,Week 5
0.42,18.7%,0.0%,TB (L),NO,0.0,2014,Week 5
0.41,26.8%,0.0%,NYJ (L),SD,0.5,2014,Week 5
0.39,21.2%,0.0%,MIN (L),GB,1.0,2014,Week 5
0.35,23.1%,0.0%,ARI (L),DEN,1.0,2014,Week 5
1.08,78.8%,19.4%,SEA (L),DAL,4.5,2014,Week 6
1.07,75.4%,9.4%,SD (W),OAK,1.0,2014,Week 6
1.01,78.5%,30.5%,DEN (W),NYJ,5.0,2014,Week 6
1.01,72.3%,12.4%,CIN (tie),CAR,1.5,2014,Week 6
0.96,68.0%,8.5%,ARI (W),WAS,1.0,2014,Week 6
0.95,65.9%,5.7%,TEN (W),JAX,0.0,2014,Week 6
0.93,62.3%,0.5%,ATL (L),CHI,0.5,2014,Week 6
0.90,61.4%,2.3%,BAL (W),TB,3.5,2014,Week 6
0.90,62.9%,5.9%,SF (W),STL,2.5,2014,Week 6
0.82,55.9%,2.2%,GB (W),MIA,4.5,2014,Week 6
0.82,54.8%,0.3%,CLE (W),PIT,1.5,2014,Week 6
0.81,55.0%,1.0%,IND (W),HOU,3.5,2014,Week 6
0.79,52.8%,0.1%,MIN (L),DET,1.0,2014,Week 6
0.79,52.8%,0.2%,PHI (W),NYG,2.0,2014,Week 6
0.78,52.4%,0.6%,NE (W),BUF,3.5,2014,Week 6
0.71,47.6%,0.0%,BUF (L),NE,1.5,2014,Week 6
0.70,47.2%,0.0%,NYG (L),PHI,1.0,2014,Week 6
0.70,47.2%,0.4%,DET (W),MIN,3.0,2014,Week 6
0.68,45.0%,0.1%,HOU (L),IND,2.0,2014,Week 6
0.68,45.2%,0.2%,PIT (L),CLE,1.5,2014,Week 6
0.67,44.1%,0.0%,MIA (L),GB,2.5,2014,Week 6
0.59,37.1%,0.0%,STL (L),SF,1.5,2014,Week 6
0.59,38.6%,0.0%,TB (L),BAL,0.0,2014,Week 6
0.56,37.7%,0.0%,CHI (W),ATL,0.5,2014,Week 6
0.54,34.1%,0.1%,JAX (L),TEN,0.5,2014,Week 6
0.53,32.0%,0.0%,WAS (L),ARI,1.0,2014,Week 6
0.48,27.7%,0.0%,CAR (tie),CIN,0.5,2014,Week 6
0.48,21.5%,0.0%,NYJ (L),DEN,0.5,2014,Week 6
0.42,24.6%,0.0%,OAK (L),SD,0.0,2014,Week 6
0.41,21.2%,0.0%,DAL (W),SEA,3.0,2014,Week 6
1.15,81.6%,20.4%,NE (W),NYJ,3.0,2014,Week 7
1.10,72.3%,0.6%,DEN (W),SF,5.0,2014,Week 7
1.06,70.1%,1.8%,WAS (W),TEN,0.5,2014,Week 7
1.05,71.4%,6.5%,GB (W),CAR,4.5,2014,Week 7
1.05,70.5%,5.1%,BUF (W),MIN,1.0,2014,Week 7
1.01,71.4%,13.6%,BAL (W),ATL,3.5,2014,Week 7
0.99,67.1%,5.2%,DAL (W),NYG,3.0,2014,Week 7
0.94,61.9%,0.7%,IND (W),CIN,3.5,2014,Week 7
