EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Date
0.94,70.5%,23.5%,SEA (L),STL,4.5,2014,Week 7
0.93,65.0%,10.6%,CLE (L),JAX,1.5,2014,Week 7
0.92,61.4%,2.4%,CHI (L),MIA,0.5,2014,Week 7
0.91,60.0%,0.5%,SD (L),KC,1.0,2014,Week 7
0.89,61.7%,8.1%,ARI (W),OAK,0.5,2014,Week 7
0.89,58.3%,0.5%,PIT (W),HOU,1.5,2014,Week 7
0.76,50.0%,0.1%,NO (L),DET,3.0,2014,Week 7
0.76,50.0%,0.2%,DET (W),NO,3.0,2014,Week 7
0.64,41.7%,0.1%,HOU (L),PIT,2.0,2014,Week 7
0.64,38.3%,0.0%,OAK (L),ARI,0.0,2014,Week 7
0.61,40.0%,0.0%,KC (W),SD,3.0,2014,Week 7
0.60,38.6%,0.0%,MIA (W),CHI,2.5,2014,Week 7
0.60,35.0%,0.1%,JAX (W),CLE,0.5,2014,Week 7
0.59,29.5%,0.0%,STL (W),SEA,1.5,2014,Week 7
0.59,38.1%,0.0%,CIN (L),IND,2.0,2014,Week 7
0.53,32.9%,0.0%,NYG (L),DAL,1.0,2014,Week 7
0.52,28.6%,0.0%,ATL (L),BAL,0.5,2014,Week 7
0.48,29.5%,0.1%,MIN (L),BUF,1.0,2014,Week 7
0.47,28.6%,0.0%,CAR (L),GB,0.5,2014,Week 7
0.47,29.9%,0.0%,TEN (L),WAS,0.0,2014,Week 7
0.43,27.7%,0.0%,SF (L),DEN,3.0,2014,Week 7
0.38,18.4%,0.0%,NYJ (L),NE,0.5,2014,Week 7
1.21,78.7%,3.3%,DEN (W),SD,5.0,2014,Week 8
1.08,74.4%,12.0%,MIA (W),JAX,2.5,2014,Week 8
1.07,69.3%,1.3%,SEA (W),CAR,5.0,2014,Week 8
1.06,69.1%,2.2%,NE (W),CHI,3.0,2014,Week 8
1.06,75.4%,16.9%,KC (W),STL,2.5,2014,Week 8
1.03,66.4%,1.0%,IND (L),PIT,3.5,2014,Week 8
1.03,71.7%,12.7%,CLE (W),OAK,1.0,2014,Week 8
0.97,62.7%,1.3%,HOU (W),TEN,2.0,2014,Week 8
0.96,61.7%,1.3%,DET (W),ATL,3.0,2014,Week 8
0.95,78.5%,45.2%,DAL (L),WAS,2.5,2014,Week 8
0.92,58.6%,0.2%,BAL (L),CIN,4.0,2014,Week 8
0.89,57.0%,0.8%,NYJ (L),BUF,0.5,2014,Week 8
0.84,53.8%,0.3%,TB (L),MIN,0.0,2014,Week 8
0.83,53.1%,0.1%,NO (W),GB,3.5,2014,Week 8
0.80,51.2%,0.1%,ARI (W),PHI,0.5,2014,Week 8
0.76,48.8%,0.1%,PHI (L),ARI,2.5,2014,Week 8
0.73,46.9%,0.3%,GB (L),NO,5.0,2014,Week 8
0.72,46.2%,0.1%,MIN (W),TB,1.0,2014,Week 8
0.68,43.0%,0.2%,BUF (W),NYJ,1.0,2014,Week 8
0.65,41.4%,0.4%,CIN (W),BAL,2.0,2014,Week 8
0.62,21.5%,0.0%,WAS (W),DAL,0.5,2014,Week 8
0.61,38.3%,0.1%,ATL (L),DET,1.0,2014,Week 8
0.59,37.3%,0.1%,TEN (L),HOU,0.0,2014,Week 8
0.54,28.3%,0.0%,OAK (L),CLE,0.0,2014,Week 8
0.53,33.6%,0.0%,PIT (W),IND,2.0,2014,Week 8
0.50,24.6%,0.0%,STL (L),KC,2.0,2014,Week 8
0.50,30.9%,0.0%,CHI (L),NE,0.5,2014,Week 8
0.49,30.7%,0.0%,CAR (L),SEA,1.0,2014,Week 8
0.49,25.6%,0.0%,JAX (L),MIA,0.5,2014,Week 8
0.35,21.3%,0.0%,SD (L),DEN,1.5,2014,Week 8
1.10,82.1%,10.5%,SF (L),STL,2.5,2014,Week 9
1.05,85.4%,33.3%,SEA (W),OAK,4.0,2014,Week 9
1.03,77.3%,10.5%,KC (W),NYJ,2.0,2014,Week 9
1.03,73.6%,2.4%,CLE (W),TB,0.5,2014,Week 9
0.94,81.3%,40.3%,CIN (W),JAX,1.0,2014,Week 9
0.88,62.1%,0.4%,NO (W),CAR,3.5,2014,Week 9
0.85,60.0%,0.5%,IND (W),NYG,3.5,2014,Week 9
0.84,59.3%,0.1%,DEN (L),NE,5.0,2014,Week 9
0.83,58.1%,0.1%,MIA (W),SD,2.5,2014,Week 9
0.78,55.0%,0.5%,PIT (W),BAL,2.0,2014,Week 9
0.77,53.8%,0.2%,DAL (L),ARI,2.5,2014,Week 9
0.76,53.8%,0.2%,PHI (W),HOU,2.5,2014,Week 9
0.72,50.7%,0.2%,MIN (W),WAS,1.0,2014,Week 9
0.70,49.3%,0.1%,WAS (L),MIN,0.5,2014,Week 9
0.66,46.2%,0.0%,HOU (L),PHI,2.0,2014,Week 9
0.66,46.2%,0.2%,ARI (W),DAL,0.5,2014,Week 9
0.64,45.0%,0.1%,BAL (L),PIT,4.0,2014,Week 9
0.60,41.9%,0.2%,SD (L),MIA,1.5,2014,Week 9
0.58,40.7%,0.0%,NE (W),DEN,3.0,2014,Week 9
0.57,40.0%,0.0%,NYG (L),IND,1.0,2014,Week 9
0.54,37.9%,0.1%,CAR (L),NO,1.0,2014,Week 9
0.48,18.7%,0.0%,JAX (L),CIN,0.5,2014,Week 9
0.40,26.4%,0.1%,TB (L),CLE,0.0,2014,Week 9
0.39,22.7%,0.0%,NYJ (L),KC,0.5,2014,Week 9
0.37,14.6%,0.0%,OAK (L),SEA,0.0,2014,Week 9
0.32,17.9%,,STL (W),SF,2.0,2014,Week 9
1.13,84.0%,13.5%,DEN (W),OAK,4.5,2014,Week 10
1.10,80.5%,7.7%,SEA (W),NYG,3.5,2014,Week 10
1.09,77.9%,3.2%,GB (W),CHI,5.0,2014,Week 10
1.04,74.4%,1.1%,PHI (W),CAR,2.0,2014,Week 10
1.00,81.9%,36.6%,BAL (W),TEN,3.5,2014,Week 10
0.99,73.6%,9.3%,DAL (W),JAX,2.5,2014,Week 10
0.98,70.5%,3.5%,CIN (L),CLE,1.0,2014,Week 10
0.97,69.1%,0.3%,NO (L),SF,3.5,2014,Week 10
0.96,72.7%,13.4%,ARI (W),STL,0.0,2014,Week 10
0.86,61.1%,1.0%,ATL (W),TB,0.5,2014,Week 10
0.84,62.9%,8.4%,PIT (L),NYJ,2.0,2014,Week 10
0.81,57.8%,0.9%,DET (W),MIA,3.5,2014,Week 10
0.76,53.8%,0.1%,BUF (L),KC,1.0,2014,Week 10
0.65,46.2%,0.6%,KC (W),BUF,2.5,2014,Week 10
0.60,42.2%,0.1%,MIA (L),DET,3.0,2014,Week 10
0.57,37.1%,0.0%,NYJ (W),PIT,0.5,2014,Week 10
0.55,38.9%,0.1%,TB (L),ATL,0.0,2014,Week 10
0.45,27.3%,0.0%,STL (L),ARI,2.0,2014,Week 10
0.44,30.9%,0.0%,SF (W),NO,3.0,2014,Week 10
0.43,29.5%,0.1%,CLE (W),CIN,0.5,2014,Week 10
0.42,26.4%,0.0%,JAX (L),DAL,0.5,2014,Week 10
0.41,18.1%,0.0%,TEN (L),BAL,0.0,2014,Week 10
0.37,25.6%,0.1%,CAR (L),PHI,1.0,2014,Week 10
0.32,22.1%,0.0%,CHI (L),GB,0.5,2014,Week 10
0.31,19.5%,0.0%,NYG (L),SEA,1.0,2014,Week 10
0.27,16.0%,0.0%,OAK (L),DEN,0.0,2014,Week 10
1.16,83.1%,17.0%,SD (W),OAK,0.5,2014,Week 11
1.10,77.9%,11.9%,DEN (L),STL,4.0,2014,Week 11
1.07,74.9%,8.4%,NO (L),CIN,3.0,2014,Week 11
0.99,72.3%,15.3%,PIT (W),TEN,1.5,2014,Week 11
0.98,66.7%,2.2%,GB (W),PHI,5.0,2014,Week 11
0.95,65.6%,4.3%,MIA (W),BUF,2.5,2014,Week 11
0.94,73.2%,27.4%,WAS (L),TB,0.0,2014,Week 11
0.94,64.0%,2.6%,CLE (L),HOU,0.0,2014,Week 11
0.92,63.3%,4.0%,SF (W),NYG,3.0,2014,Week 11
0.88,59.5%,0.2%,IND (L),NE,4.0,2014,Week 11
0.84,56.2%,0.2%,ATL (W),CAR,0.5,2014,Week 11
0.78,52.4%,0.3%,DET (L),ARI,4.0,2014,Week 11
0.76,53.1%,4.1%,CHI (W),MIN,0.5,2014,Week 11
0.75,50.5%,0.1%,KC (W),SEA,2.5,2014,Week 11
0.74,49.5%,0.2%,SEA (L),KC,4.0,2014,Week 11
0.72,46.9%,0.1%,MIN (L),CHI,1.5,2014,Week 11
0.71,47.6%,0.4%,ARI (W),DET,0.0,2014,Week 11
0.65,43.8%,0.9%,CAR (L),ATL,1.0,2014,Week 11
0.60,40.5%,0.1%,NE (W),IND,4.0,2014,Week 11
0.57,36.7%,0.0%,NYG (L),SF,1.5,2014,Week 11
0.55,36.0%,0.3%,HOU (W),CLE,2.5,2014,Week 11
0.55,26.8%,0.0%,TB (W),WAS,0.0,2014,Week 11
0.53,34.4%,0.1%,BUF (L),MIA,1.5,2014,Week 11
0.51,33.3%,0.0%,PHI (L),GB,2.5,2014,Week 11
0.49,27.7%,0.0%,TEN (L),PIT,0.0,2014,Week 11
0.41,25.1%,0.0%,CIN (W),NO,1.0,2014,Week 11
0.39,22.1%,0.0%,STL (W),DEN,2.5,2014,Week 11
0.32,16.9%,0.0%,OAK (L),SD,0.0,2014,Week 11
1.12,85.4%,11.7%,PHI (W),TEN,1.5,2014,Week 12
1.03,75.7%,0.4%,SEA (W),ARI,4.0,2014,Week 12
1.01,74.9%,1.2%,NE (W),DET,4.0,2014,Week 12
1.01,80.0%,18.0%,SF (W),WAS,2.0,2014,Week 12
1.01,85.7%,42.0%,IND (W),JAX,3.5,2014,Week 12
1.01,75.7%,4.7%,GB (W),MIN,5.0,2014,Week 12
0.98,72.3%,1.4%,DEN (W),MIA,4.0,2014,Week 12
0.97,74.9%,11.7%,KC (L),OAK,2.0,2014,Week 12
0.90,66.3%,0.6%,SD (W),STL,0.0,2014,Week 12
0.88,65.0%,0.5%,DAL (W),NYG,2.5,2014,Week 12
0.86,64.5%,3.6%,CHI (W),TB,0.0,2014,Week 12
0.78,57.4%,0.5%,HOU (L),CIN,3.0,2014,Week 12
0.77,56.8%,0.8%,BUF (W),NYJ,1.5,2014,Week 12
0.76,56.8%,1.6%,ATL (L),CLE,0.5,2014,Week 12
0.76,56.2%,0.3%,NO (L),BAL,3.0,2014,Week 12
0.60,43.8%,0.0%,BAL (W),NO,5.0,2014,Week 12
0.60,43.2%,0.1%,CLE (W),ATL,0.0,2014,Week 12
0.59,43.2%,0.1%,NYJ (L),BUF,0.5,2014,Week 12
0.58,42.6%,0.2%,CIN (W),HOU,1.0,2014,Week 12
0.50,35.5%,0.0%,TB (L),CHI,0.0,2014,Week 12
0.48,35.0%,0.1%,NYG (L),DAL,1.5,2014,Week 12
0.46,33.7%,0.1%,STL (L),SD,3.0,2014,Week 12
0.39,25.1%,0.1%,OAK (W),KC,0.0,2014,Week 12
0.38,27.7%,0.0%,MIA (L),DEN,3.0,2014,Week 12
0.35,24.3%,,MIN (L),GB,2.0,2014,Week 12
0.35,14.3%,0.0%,JAX (L),IND,0.5,2014,Week 12
0.35,20.0%,0.0%,WAS (L),SF,0.0,2014,Week 12
0.35,25.1%,0.0%,DET (L),NE,4.5,2014,Week 12
0.33,24.3%,0.0%,ARI (L),SEA,0.0,2014,Week 12
0.24,14.6%,0.0%,TEN (L),PHI,0.0,2014,Week 12
1.15,71.6%,1.2%,BAL (L),SD,4.5,2014,Week 13
1.14,74.7%,10.3%,DET (W),CHI,4.0,2014,Week 13
1.13,76.4%,16.2%,IND (W),WAS,2.5,2014,Week 13
1.13,72.3%,6.0%,MIA (W),NYJ,2.5,2014,Week 13
1.10,72.9%,11.1%,HOU (W),TEN,2.0,2014,Week 13
1.05,67.6%,5.5%,CIN (W),TB,0.5,2014,Week 13
1.00,62.3%,0.8%,PIT (L),NO,1.0,2014,Week 13
0.99,61.1%,0.5%,DAL (L),PHI,2.0,2014,Week 13
0.97,60.0%,0.8%,BUF (W),CLE,1.0,2014,Week 13
0.93,57.8%,0.1%,GB (W),NE,5.0,2014,Week 13
0.91,70.0%,33.2%,STL (W),OAK,2.0,2014,Week 13
0.90,55.2%,0.4%,MIN (W),CAR,2.0,2014,Week 13
0.85,52.2%,0.0%,KC (L),DEN,2.0,2014,Week 13
0.85,52.6%,1.3%,ARI (L),ATL,0.0,2014,Week 13
0.84,56.4%,9.3%,NYG (L),JAX,1.5,2014,Week 13
0.84,51.7%,0.1%,SF (L),SEA,2.5,2014,Week 13
0.78,48.3%,0.1%,SEA (W),SF,4.0,2014,Week 13
0.78,43.6%,0.1%,JAX (W),NYG,0.5,2014,Week 13
0.77,47.4%,0.6%,ATL (W),ARI,0.5,2014,Week 13
0.77,47.8%,0.3%,DEN (W),KC,4.5,2014,Week 13
0.72,44.8%,1.1%,CAR (L),MIN,1.5,2014,Week 13
0.71,30.0%,0.1%,OAK (L),STL,0.0,2014,Week 13
0.68,42.2%,0.1%,NE (L),GB,4.0,2014,Week 13
0.65,40.0%,0.1%,CLE (L),BUF,0.0,2014,Week 13
0.63,38.9%,0.2%,PHI (W),DAL,1.5,2014,Week 13
0.61,37.7%,0.2%,NO (W),PIT,3.5,2014,Week 13
0.56,32.4%,0.0%,TB (L),CIN,0.0,2014,Week 13
0.51,27.1%,0.0%,TEN (L),HOU,0.0,2014,Week 13
0.49,27.7%,0.3%,NYJ (L),MIA,0.5,2014,Week 13
0.49,23.6%,0.0%,WAS (L),IND,0.0,2014,Week 13
0.48,25.3%,0.2%,CHI (L),DET,0.0,2014,Week 13
0.47,28.4%,0.0%,SD (W),BAL,0.0,2014,Week 13
1.20,86.1%,11.2%,GB (W),ATL,4.0,2014,Week 14
1.10,78.1%,5.1%,DEN (W),BUF,3.5,2014,Week 14
1.08,77.7%,7.8%,NO (L),CAR,2.5,2014,Week 14
1.01,76.9%,19.6%,SF (L),OAK,1.5,2014,Week 14
0.99,70.9%,6.0%,HOU (W),JAX,1.5,2014,Week 14
0.97,80.5%,39.2%,DET (W),TB,3.0,2014,Week 14
0.94,65.3%,0.4%,NE (W),SD,4.0,2014,Week 14
0.92,64.0%,0.8%,DAL (W),CHI,1.5,2014,Week 14
0.90,64.5%,4.7%,MIN (W),NYJ,1.5,2014,Week 14
0.86,60.0%,0.2%,MIA (L),BAL,2.0,2014,Week 14
0.84,59.0%,0.6%,IND (W),CLE,2.5,2014,Week 14
0.84,58.4%,0.2%,CIN (L),PIT,0.0,2014,Week 14
0.82,56.8%,0.1%,KC (L),ARI,2.0,2014,Week 14
0.82,56.8%,0.5%,STL (W),WAS,2.0,2014,Week 14
0.81,56.8%,0.7%,NYG (W),TEN,1.0,2014,Week 14
0.74,51.7%,0.1%,SEA (W),PHI,4.5,2014,Week 14
0.69,48.3%,0.1%,PHI (L),SEA,2.0,2014,Week 14
0.62,43.2%,0.2%,TEN (L),NYG,0.0,2014,Week 14
0.62,43.2%,0.7%,WAS (L),STL,0.0,2014,Week 14
0.62,43.2%,0.4%,ARI (W),KC,0.0,2014,Week 14
0.60,41.6%,0.1%,PIT (W),CIN,1.0,2014,Week 14
0.59,41.0%,0.0%,CLE (L),IND,0.0,2014,Week 14
0.57,40.0%,0.4%,BAL (W),MIA,5.0,2014,Week 14
0.54,35.5%,0.1%,NYJ (L),MIN,0.5,2014,Week 14
0.52,36.0%,0.5%,CHI (L),DAL,0.0,2014,Week 14
0.50,34.7%,0.0%,SD (L),NE,0.0,2014,Week 14
0.47,19.5%,0.0%,TB (L),DET,0.0,2014,Week 14
0.45,29.1%,0.1%,JAX (L),HOU,1.0,2014,Week 14
0.43,23.1%,0.1%,OAK (W),SF,0.0,2014,Week 14
0.36,22.3%,0.0%,CAR (W),NO,1.5,2014,Week 14
0.34,21.9%,0.0%,BUF (L),DEN,1.0,2014,Week 14
0.24,13.9%,0.0%,ATL (L),GB,0.5,2014,Week 14
1.08,86.8%,32.4%,BAL (W),JAX,5.0,2014,Week 15
1.06,78.8%,5.4%,SEA (W),SF,5.0,2014,Week 15
1.04,77.7%,5.5%,NE (W),MIA,4.0,2014,Week 15
1.03,76.9%,5.9%,DET (W),MIN,2.5,2014,Week 15
1.00,81.3%,28.1%,KC (W),OAK,0.5,2014,Week 15
0.99,72.6%,1.1%,IND (W),HOU,2.0,2014,Week 15
0.96,70.5%,1.0%,STL (L),ARI,2.0,2014,Week 15
0.95,73.2%,10.3%,NYG (W),WAS,0.0,2014,Week 15
0.89,65.3%,0.2%,DEN (W),SD,4.5,2014,Week 15
0.85,62.3%,0.4%,PHI (L),DAL,2.0,2014,Week 15
0.85,62.0%,0.2%,NO (W),CHI,3.0,2014,Week 15
0.84,61.9%,0.7%,NYJ (W),TEN,0.0,2014,Week 15
0.84,62.7%,3.4%,CAR (W),TB,1.5,2014,Week 15
0.84,61.9%,2.1%,GB (L),BUF,5.0,2014,Week 15
0.80,58.4%,0.5%,PIT (W),ATL,1.0,2014,Week 15
0.75,54.8%,0.2%,CLE (L),CIN,0.0,2014,Week 15
0.62,45.2%,0.4%,CIN (W),CLE,0.0,2014,Week 15
0.57,41.6%,0.3%,ATL (L),PIT,0.5,2014,Week 15
0.53,38.1%,0.1%,BUF (W),GB,1.5,2014,Week 15
0.53,37.3%,0.1%,TB (L),CAR,0.0,2014,Week 15
0.52,38.1%,0.2%,TEN (L),NYJ,0.0,2014,Week 15
0.52,38.0%,0.1%,CHI (L),NO,0.0,2014,Week 15
0.52,37.7%,0.1%,DAL (W),PHI,2.5,2014,Week 15
0.48,34.7%,0.0%,SD (L),DEN,0.0,2014,Week 15
0.41,26.8%,0.1%,WAS (L),NYG,0.0,2014,Week 15
0.40,29.5%,0.9%,ARI (W),STL,0.0,2014,Week 15
0.38,27.4%,0.1%,HOU (L),IND,2.0,2014,Week 15
0.37,18.7%,0.1%,OAK (L),KC,0.0,2014,Week 15
0.34,23.1%,0.1%,MIN (L),DET,2.0,2014,Week 15
0.33,22.3%,0.0%,MIA (L),NE,3.5,2014,Week 15
0.31,21.2%,0.0%,SF (L),SEA,2.0,2014,Week 15
0.29,13.2%,0.0%,JAX (L),BAL,1.5,2014,Week 15
1.19,84.3%,14.9%,GB (W),TB,3.5,2014,Week 16
1.17,80.5%,3.4%,DET (W),CHI,0.0,2014,Week 16
1.13,77.7%,3.1%,SEA (W),ARI,4.0,2014,Week 16
1.12,79.5%,11.9%,NE (W),NYJ,2.0,2014,Week 16
1.06,72.3%,0.7%,BAL (L),HOU,5.0,2014,Week 16
1.05,71.9%,2.7%,STL (L),NYG,0.0,2014,Week 16
1.03,72.6%,7.2%,PHI (L),WAS,0.0,2014,Week 16
1.00,69.1%,3.1%,NO (L),ATL,2.0,2014,Week 16
0.97,68.6%,7.0%,CAR (W),CLE,0.0,2014,Week 16
0.96,65.6%,2.4%,JAX (W),TEN,0.0,2014,Week 16
0.93,63.6%,0.5%,DEN (L),CIN,5.0,2014,Week 16
0.93,71.2%,22.9%,BUF (L),OAK,0.0,2014,Week 16
0.92,62.6%,0.5%,DAL (W),IND,2.5,2014,Week 16
0.91,66.9%,13.6%,MIA (W),MIN,3.0,2014,Week 16
0.81,55.9%,1.9%,PIT (W),KC,1.0,2014,Week 16
0.79,54.2%,0.8%,SF (L),SD,2.5,2014,Week 16
0.68,45.8%,0.0%,SD (W),SF,0.0,2014,Week 16
0.66,44.1%,0.1%,KC (L),PIT,1.0,2014,Week 16
0.56,33.1%,0.2%,MIN (L),MIA,3.0,2014,Week 16
0.55,37.4%,0.2%,IND (L),DAL,3.0,2014,Week 16
0.54,28.8%,0.5%,OAK (W),BUF,0.0,2014,Week 16
0.54,36.4%,0.0%,CIN (W),DEN,0.0,2014,Week 16
0.51,34.4%,1.0%,TEN (L),JAX,0.0,2014,Week 16
0.50,31.4%,0.1%,CLE (L),CAR,0.0,2014,Week 16
0.47,30.9%,0.1%,ATL (W),NO,1.0,2014,Week 16
0.44,27.4%,0.1%,WAS (W),PHI,0.0,2014,Week 16
0.42,28.1%,0.7%,NYG (W),STL,0.0,2014,Week 16
0.41,27.7%,0.1%,HOU (W),BAL,3.5,2014,Week 16
0.35,20.5%,0.0%,NYJ (L),NE,0.0,2014,Week 16
0.34,22.3%,0.1%,ARI (L),SEA,0.0,2014,Week 16
0.30,19.5%,0.3%,CHI (L),DET,0.0,2014,Week 16
0.29,15.7%,0.0%,TB (L),GB,0.0,2014,Week 16
1.25,90.5%,13.5%,DEN (W),OAK,0.0,2014,Week 17
1.25,88.7%,3.8%,BAL (W),CLE,0.0,2014,Week 17
1.12,82.6%,13.1%,SEA (W),STL,0.0,2014,Week 17
1.09,77.3%,0.6%,GB (W),DET,0.0,2014,Week 17
1.04,74.7%,4.0%,MIN (W),CHI,0.0,2014,Week 17
1.04,73.8%,1.7%,IND (W),TEN,0.0,2014,Week 17
1.02,73.2%,5.0%,MIA (L),NYJ,0.0,2014,Week 17
0.99,70.5%,1.6%,SF (W),ARI,0.0,2014,Week 17
0.96,69.6%,5.3%,DAL (W),WAS,0.0,2014,Week 17
0.96,68.0%,1.7%,NE (L),BUF,0.0,2014,Week 17
0.95,68.0%,2.8%,NO (W),TB,0.0,2014,Week 17
0.92,77.3%,38.1%,HOU (W),JAX,0.0,2014,Week 17
0.84,59.5%,1.3%,PIT (W),CIN,0.0,2014,Week 17
0.83,58.6%,0.6%,KC (W),SD,0.0,2014,Week 17
0.80,57.4%,2.9%,ATL (L),CAR,0.0,2014,Week 17
0.72,50.7%,0.7%,NYG (L),PHI,0.0,2014,Week 17
0.70,49.3%,0.4%,PHI (W),NYG,0.0,2014,Week 17
0.62,42.6%,0.4%,CAR (W),ATL,0.0,2014,Week 17
0.59,41.4%,0.2%,SD (L),KC,0.0,2014,Week 17
0.58,40.5%,0.2%,CIN (L),PIT,0.0,2014,Week 17
0.50,22.7%,0.2%,JAX (L),HOU,0.0,2014,Week 17
0.47,32.0%,0.2%,TB (L),NO,0.0,2014,Week 17
0.46,32.0%,0.1%,BUF (W),NE,0.0,2014,Week 17
0.46,30.4%,0.3%,WAS (L),DAL,0.0,2014,Week 17
0.43,29.5%,0.1%,ARI (L),SF,0.0,2014,Week 17
0.40,26.8%,0.3%,NYJ (W),MIA,0.0,2014,Week 17
0.38,26.2%,0.1%,TEN (L),IND,0.0,2014,Week 17
0.37,25.3%,0.7%,CHI (L),MIN,0.0,2014,Week 17
0.32,22.7%,0.0%,DET (L),GB,0.0,2014,Week 17
0.30,17.4%,0.1%,STL (L),SEA,0.0,2014,Week 17
0.17,11.3%,0.1%,CLE (L),BAL,0.0,2014,Week 17
0.17,9.5%,0.2%,OAK (L),DEN,0.0,2014,Week 17
1.19,75.9%,9.7%,NE (W),PIT,4.5,2015,Week 1
1.15,73.3%,9.7%,DAL (W),NYG,3.0,2015,Week 1
1.07,66.7%,4.7%,DEN (W),BAL,3.0,2015,Week 1
1.02,62.6%,1.4%,PHI (L),ATL,4.0,2015,Week 1
1.01,62.0%,1.5%,SD (W),DET,1.5,2015,Week 1
1.00,70.1%,22.3%,GB (W),CHI,4.5,2015,Week 1
0.99,62.3%,4.8%,SEA (L),STL,4.5,2015,Week 1
0.97,62.3%,7.6%,NYJ (W),CLE,1.0,2015,Week 1
0.97,65.3%,14.9%,MIA (W),WAS,2.0,2015,Week 1
0.95,58.6%,2.3%,TB (L),TEN,0.5,2015,Week 1
0.93,56.8%,1.2%,MIN (L),SF,1.5,2015,Week 1
0.92,57.8%,4.4%,CIN (W),OAK,2.0,2015,Week 1
0.89,57.8%,8.4%,CAR (W),JAX,1.0,2015,Week 1
0.89,54.4%,1.4%,ARI (W),NO,1.5,2015,Week 1
0.84,49.5%,0.1%,BUF (W),IND,1.5,2015,Week 1
0.82,50.0%,0.4%,KC (W),HOU,2.5,2015,Week 1
0.82,50.0%,0.6%,HOU (L),KC,2.5,2015,Week 1
0.81,50.5%,2.9%,IND (L),BUF,5.0,2015,Week 1
0.76,45.6%,0.1%,NO (L),ARI,2.5,2015,Week 1
0.76,42.2%,0.2%,JAX (L),CAR,0.0,2015,Week 1
0.73,42.2%,0.2%,OAK (L),CIN,0.0,2015,Week 1
0.72,43.2%,0.4%,SF (W),MIN,0.0,2015,Week 1
0.70,41.4%,0.2%,TEN (W),TB,0.5,2015,Week 1
0.68,34.7%,0.1%,WAS (L),MIA,0.0,2015,Week 1
0.67,37.7%,0.2%,CLE (L),NYJ,0.0,2015,Week 1
0.65,37.7%,0.0%,STL (W),SEA,1.0,2015,Week 1
0.64,29.9%,0.0%,CHI (L),GB,0.5,2015,Week 1
0.63,38.0%,0.1%,DET (L),SD,1.5,2015,Week 1
0.62,37.4%,0.1%,ATL (W),PHI,2.0,2015,Week 1
0.58,33.3%,0.0%,BAL (L),DEN,3.5,2015,Week 1
0.50,26.7%,0.1%,NYG (L),DAL,1.5,2015,Week 1
0.45,24.1%,0.1%,PIT (L),NE,2.0,2015,Week 1
1.19,71.4%,0.8%,PHI (L),DAL,4.0,2015,Week 2
1.09,69.2%,6.9%,IND (L),NYJ,3.5,2015,Week 2
1.09,68.0%,5.7%,PIT (W),SF,1.5,2015,Week 2
1.06,63.3%,0.3%,GB (W),SEA,5.0,2015,Week 2
1.05,69.5%,12.6%,MIA (L),JAX,2.0,2015,Week 2
1.02,61.1%,0.7%,CIN (W),SD,2.5,2015,Week 2
1.01,60.3%,0.6%,KC (L),DEN,3.0,2015,Week 2
1.00,79.0%,45.3%,NO (L),TB,2.0,2015,Week 2
0.98,58.8%,1.0%,CAR (W),HOU,1.5,2015,Week 2
0.98,66.4%,15.0%,BAL (L),OAK,2.5,2015,Week 2
0.96,60.6%,5.3%,STL (L),WAS,1.5,2015,Week 2
0.95,57.0%,0.2%,MIN (W),DET,1.0,2015,Week 2
0.89,53.5%,0.4%,NYG (L),ATL,1.0,2015,Week 2
0.88,52.8%,0.9%,ARI (W),CHI,2.0,2015,Week 2
0.87,51.7%,0.1%,BUF (L),NE,2.5,2015,Week 2
0.85,49.5%,0.3%,CLE (W),TEN,0.5,2015,Week 2
0.82,50.5%,2.4%,TEN (L),CLE,1.0,2015,Week 2
0.80,48.3%,0.4%,NE (W),BUF,4.5,2015,Week 2
0.80,47.2%,0.1%,CHI (L),ARI,1.0,2015,Week 2
0.78,46.5%,0.1%,ATL (W),NYG,3.0,2015,Week 2
0.72,43.0%,0.3%,DET (L),MIN,1.0,2015,Week 2
0.71,39.4%,0.0%,WAS (W),STL,0.0,2015,Week 2
0.70,33.6%,0.0%,OAK (W),BAL,0.0,2015,Week 2
0.70,41.2%,0.1%,HOU (L),CAR,1.5,2015,Week 2
0.68,21.0%,0.0%,TB (W),NO,0.0,2015,Week 2
0.67,39.7%,0.2%,DEN (W),KC,3.5,2015,Week 2
0.66,38.9%,0.1%,SD (L),CIN,2.5,2015,Week 2
0.62,30.5%,0.0%,JAX (W),MIA,0.0,2015,Week 2
0.62,36.7%,0.0%,SEA (L),GB,4.5,2015,Week 2
0.59,32.0%,0.0%,SF (L),PIT,0.5,2015,Week 2
0.58,30.8%,0.0%,NYJ (W),IND,1.5,2015,Week 2
0.49,28.6%,0.1%,DAL (W),PHI,2.5,2015,Week 2
1.08,90.9%,38.6%,SEA (W),CHI,3.5,2015,Week 3
1.06,88.7%,32.7%,NE (W),JAX,4.5,2015,Week 3
0.99,77.5%,4.6%,CAR (W),NO,1.5,2015,Week 3
0.93,73.2%,5.5%,ARI (W),SF,2.0,2015,Week 3
0.88,69.1%,3.6%,HOU (W),TB,1.0,2015,Week 3
0.87,67.6%,2.4%,GB (W),KC,5.0,2015,Week 3
0.81,63.0%,1.0%,CLE (L),OAK,0.0,2015,Week 3
0.80,62.3%,1.6%,IND (W),TEN,3.0,2015,Week 3
