EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Date,Team Division,Opponent Division,Divisional Matchup?,Away Team
0.54,0.309,0.013999999999999999,NYG,LAR,0.0,2017,9,NFC East,NFC West,0,0
0.49,0.281,0.001,DEN,PHI,1.0,2017,9,AFC West,NFC East,0,1
0.43,0.22699999999999998,0.0,WAS,SEA,1.0,2017,9,NFC East,NFC West,0,0
1.29,0.8079999999999999,0.051,PIT,IND,4.5,2017,10,AFC North,AFC South,0,1
1.23,0.8370000000000001,0.18600000000000003,LAR,HOU,1.5,2017,10,NFC West,AFC South,0,0
1.22,0.7659999999999999,0.048,CAR,MIA,2.0,2017,10,NFC South,AFC East,0,0
1.17,0.7190000000000001,0.012,NE,DEN,5.0,2017,10,AFC East,AFC West,0,1
1.15,0.701,0.008,SEA,ARI,2.5,2017,10,NFC West,NFC West,1,1
1.1,0.6709999999999999,0.006,JAX,LAC,3.0,2017,10,AFC South,AFC West,0,0
1.1,0.667,0.009000000000000001,CHI,GB,1.0,2017,10,NFC North,NFC North,1,0
1.09,0.667,0.006,TEN,CIN,2.0,2017,10,AFC South,AFC North,0,0
1.06,0.64,0.001,ATL,DAL,2.5,2017,10,NFC South,NFC East,0,0
0.98,0.6,0.009000000000000001,NYG,SF,0.0,2017,10,NFC East,NFC West,0,1
0.92,0.557,0.003,NO,BUF,2.5,2017,10,NFC South,AFC East,0,1
0.9,0.805,0.604,DET,CLE,1.5,2017,10,NFC North,AFC North,0,0
0.84,0.526,0.034,TB,NYJ,0.0,2017,10,NFC South,AFC East,0,0
0.83,0.502,0.002,MIN,WAS,1.5,2017,10,NFC North,NFC East,0,1
0.82,0.498,0.001,WAS,MIN,1.5,2017,10,NFC East,NFC North,0,0
0.82,0.474,0.006,NYJ,TB,0.0,2017,10,AFC East,NFC South,0,1
0.75,0.195,0.0,CLE,DET,0.0,2017,10,AFC North,NFC North,0,1
0.73,0.44299999999999995,0.001,BUF,NO,1.5,2017,10,AFC East,NFC South,0,0
0.67,0.4,0.002,SF,NYG,0.0,2017,10,NFC West,NFC East,0,0
0.6,0.36,0.001,DAL,ATL,2.0,2017,10,NFC East,NFC South,0,1
0.56,0.33299999999999996,0.0,CIN,TEN,1.0,2017,10,AFC North,AFC South,0,1
0.55,0.33299999999999996,0.005,GB,CHI,0.5,2017,10,NFC North,NFC North,1,1
0.55,0.32899999999999996,0.001,LAC,JAX,1.5,2017,10,AFC West,AFC South,0,1
0.5,0.299,0.001,ARI,SEA,0.5,2017,10,NFC West,NFC West,1,0
0.48,0.281,0.0,DEN,NE,1.0,2017,10,AFC West,AFC East,0,0
0.43,0.23399999999999999,0.0,MIA,CAR,0.5,2017,10,AFC East,NFC South,0,1
0.42,0.163,0.001,HOU,LAR,0.5,2017,10,AFC South,NFC West,0,1
0.36,0.192,0.0,IND,PIT,0.0,2017,10,AFC South,AFC North,0,0
1.23,0.769,0.062,NO,WAS,1.5,2017,11,NFC South,NFC East,0,0
1.2,0.738,0.035,PIT,TEN,4.0,2017,11,AFC North,AFC South,0,0
1.18,0.732,0.044000000000000004,LAC,BUF,1.5,2017,11,AFC West,AFC East,0,0
1.15,0.688,0.004,PHI,DAL,3.0,2017,11,NFC East,NFC East,1,1
1.0,0.732,0.252,JAX,CLE,2.5,2017,11,AFC South,AFC North,0,1
0.97,0.593,0.016,DET,CHI,1.5,2017,11,NFC North,NFC North,1,1
0.96,0.593,0.028999999999999998,DEN,CIN,0.5,2017,11,AFC West,AFC North,0,0
0.95,0.7809999999999999,0.479,KC,NYG,4.0,2017,11,AFC West,NFC East,0,1
0.93,0.5539999999999999,0.003,HOU,ARI,0.5,2017,11,AFC South,NFC West,0,0
0.92,0.5479999999999999,0.002,BAL,GB,2.0,2017,11,AFC North,NFC North,0,1
0.88,0.526,0.003,TB,MIA,0.0,2017,11,NFC South,AFC East,0,1
0.87,0.531,0.019,MIN,LAR,1.5,2017,11,NFC North,NFC West,0,0
0.83,0.5,0.001,ATL,SEA,2.0,2017,11,NFC South,NFC West,0,1
0.83,0.5,0.002,SEA,ATL,2.0,2017,11,NFC West,NFC South,0,0
0.8,0.469,0.001,LAR,MIN,1.5,2017,11,NFC West,NFC North,0,1
0.79,0.474,0.003,MIA,TB,0.0,2017,11,AFC East,NFC South,0,0
0.75,0.452,0.009000000000000001,GB,BAL,0.5,2017,11,NFC North,AFC North,0,0
0.74,0.446,0.004,ARI,HOU,0.5,2017,11,NFC West,AFC South,0,1
0.72,0.21899999999999997,0.001,NYG,KC,0.0,2017,11,NFC East,AFC West,0,0
0.71,0.40700000000000003,0.0,CIN,DEN,1.0,2017,11,AFC North,AFC West,0,1
0.69,0.40700000000000003,0.001,CHI,DET,1.0,2017,11,NFC North,NFC North,1,0
0.66,0.268,0.001,CLE,JAX,0.0,2017,11,AFC North,AFC South,0,0
0.52,0.312,0.004,DAL,PHI,1.0,2017,11,NFC East,NFC East,1,0
0.49,0.268,0.001,BUF,LAC,1.0,2017,11,AFC East,AFC West,0,1
0.47,0.262,0.0,TEN,PIT,2.0,2017,11,AFC South,AFC North,0,1
0.44,0.231,0.001,WAS,NO,1.5,2017,11,NFC East,NFC South,0,0
1.16,0.902,0.166,NE,MIA,5.0,2017,12,AFC East,AFC East,1,0
1.14,0.879,0.085,PIT,GB,4.0,2017,12,AFC North,NFC North,0,0
1.13,0.866,0.066,PHI,CHI,3.0,2017,12,NFC East,NFC North,0,0
1.02,0.8190000000000001,0.187,ATL,TB,1.5,2017,12,NFC South,NFC South,1,0
0.99,0.763,0.035,BAL,HOU,2.0,2017,12,AFC North,AFC South,0,0
0.98,0.764,0.07,KC,BUF,3.5,2017,12,AFC West,AFC East,0,0
0.95,0.738,0.057999999999999996,WAS,NYG,1.0,2017,12,NFC East,NFC East,1,0
0.93,0.7170000000000001,0.045,SEA,SF,1.0,2017,12,NFC West,NFC West,1,1
0.92,0.695,0.003,JAX,ARI,3.0,2017,12,AFC South,NFC West,0,1
0.91,0.7440000000000001,0.18100000000000002,CIN,CLE,0.5,2017,12,AFC North,AFC North,1,0
0.88,0.685,0.048,CAR,NYJ,2.0,2017,12,NFC South,AFC East,0,1
0.8,0.611,0.006999999999999999,TEN,IND,2.0,2017,12,AFC South,AFC South,1,1
0.76,0.574,0.003,LAR,NO,2.0,2017,12,NFC West,NFC South,0,0
0.74,0.5589999999999999,0.003,MIN,DET,2.0,2017,12,NFC North,NFC North,1,1
0.69,0.517,0.001,LAC,DAL,2.5,2017,12,AFC West,NFC East,0,1
0.63,0.483,0.02,DAL,LAC,0.5,2017,12,NFC East,AFC West,0,0
0.58,0.441,0.001,DET,MIN,2.0,2017,12,NFC North,NFC North,1,0
0.56,0.426,0.002,NO,LAR,2.0,2017,12,NFC South,NFC West,0,1
0.52,0.389,0.001,IND,TEN,0.0,2017,12,AFC South,AFC South,1,0
0.43,0.315,0.0,NYJ,CAR,0.0,2017,12,AFC East,NFC South,0,0
0.41,0.256,0.001,CLE,CIN,0.0,2017,12,AFC North,AFC North,1,1
0.4,0.305,0.006999999999999999,ARI,JAX,0.5,2017,12,NFC West,AFC South,0,0
0.39,0.28300000000000003,0.0,SF,SEA,0.0,2017,12,NFC West,NFC West,1,0
0.37,0.262,0.001,NYG,WAS,0.0,2017,12,NFC East,NFC East,1,1
0.34,0.23600000000000002,0.0,BUF,KC,1.0,2017,12,AFC East,AFC West,0,1
0.33,0.237,0.0,HOU,BAL,0.5,2017,12,AFC South,AFC North,0,1
0.3,0.18100000000000002,0.0,TB,ATL,0.0,2017,12,NFC South,NFC South,1,1
0.19,0.134,0.0,CHI,PHI,1.0,2017,12,NFC North,NFC East,0,1
0.18,0.121,0.0,GB,PIT,0.5,2017,12,NFC North,AFC North,0,1
0.16,0.098,0.0,MIA,NE,0.0,2017,12,AFC East,AFC East,1,1
1.12,0.795,0.1,JAX,IND,2.5,2017,13,AFC South,AFC South,1,0
1.09,0.7490000000000001,0.028999999999999998,NE,BUF,5.0,2017,13,AFC East,AFC East,1,1
1.07,0.738,0.043,LAR,ARI,2.0,2017,13,NFC West,NFC West,1,1
1.04,0.7190000000000001,0.037000000000000005,TEN,HOU,1.5,2017,13,AFC South,AFC South,1,0
1.02,0.696,0.003,NO,CAR,2.5,2017,13,NFC South,NFC South,1,0
1.0,0.861,0.56,LAC,CLE,2.0,2017,13,AFC West,AFC North,0,0
0.97,0.659,0.008,PIT,CIN,4.0,2017,13,AFC North,AFC North,1,1
0.94,0.64,0.002,PHI,SEA,3.5,2017,13,NFC East,NFC West,0,1
0.92,0.645,0.044000000000000004,KC,NYJ,3.0,2017,13,AFC West,AFC East,0,1
0.88,0.6,0.012,GB,TB,0.5,2017,13,NFC North,NFC South,0,0
0.82,0.5589999999999999,0.003,BAL,DET,2.5,2017,13,AFC North,NFC North,0,0
0.82,0.5660000000000001,0.021,CHI,SF,0.5,2017,13,NFC North,NFC West,0,0
0.81,0.552,0.006999999999999999,ATL,MIN,1.0,2017,13,NFC South,NFC North,0,0
0.81,0.544,0.003,WAS,DAL,2.0,2017,13,NFC East,NFC East,1,0
0.78,0.5329999999999999,0.008,DEN,MIA,0.0,2017,13,AFC West,AFC East,0,1
0.69,0.467,0.002,MIA,DEN,0.0,2017,13,AFC East,AFC West,0,0
0.67,0.456,0.006999999999999999,DAL,WAS,0.5,2017,13,NFC East,NFC East,1,0
0.66,0.44799999999999995,0.002,MIN,ATL,3.0,2017,13,NFC North,NFC South,0,1
0.65,0.434,0.003,SF,CHI,0.0,2017,13,NFC West,NFC North,0,1
0.65,0.441,0.001,DET,BAL,2.0,2017,13,NFC North,AFC North,0,1
0.6,0.4,0.001,TB,GB,0.0,2017,13,NFC South,NFC North,0,1
0.55,0.355,0.001,NYJ,KC,0.0,2017,13,AFC East,AFC West,0,0
0.53,0.36,0.003,SEA,PHI,1.5,2017,13,NFC West,NFC East,0,0
0.51,0.341,0.001,CIN,PIT,1.0,2017,13,AFC North,AFC North,1,0
0.48,0.139,0.001,CLE,LAC,0.0,2017,13,AFC North,AFC West,0,1
0.45,0.304,0.001,CAR,NO,2.0,2017,13,NFC South,NFC South,1,1
0.44,0.281,0.001,HOU,TEN,0.5,2017,13,AFC South,AFC South,1,1
0.41,0.262,0.009000000000000001,ARI,LAR,0.5,2017,13,NFC West,NFC West,1,0
0.39,0.251,0.0,BUF,NE,2.0,2017,13,AFC East,AFC East,1,0
0.36,0.205,0.001,IND,JAX,0.0,2017,13,AFC South,AFC South,1,1
1.28,0.813,0.14400000000000002,NE,MIA,5.0,2017,14,AFC East,AFC East,1,1
1.16,0.7090000000000001,0.044000000000000004,LAC,WAS,1.0,2017,14,AFC West,NFC East,0,0
1.14,0.6920000000000001,0.025,PIT,BAL,4.0,2017,14,AFC North,AFC North,1,0
1.05,0.701,0.18100000000000002,CIN,CHI,0.0,2017,14,AFC North,NFC North,0,0
1.02,0.659,0.11900000000000001,DAL,NYG,0.5,2017,14,NFC East,NFC East,1,1
0.97,0.578,0.002,JAX,SEA,3.0,2017,14,AFC South,NFC West,0,0
0.95,0.574,0.022000000000000002,TEN,ARI,0.5,2017,14,AFC South,NFC West,0,1
0.94,0.611,0.107,BUF,IND,1.0,2017,14,AFC East,AFC South,0,0
0.92,0.552,0.011000000000000001,MIN,CAR,4.5,2017,14,NFC North,NFC South,0,1
0.91,0.5479999999999999,0.008,ATL,NO,2.0,2017,14,NFC South,NFC South,1,0
0.9,0.52,0.021,NYJ,DEN,0.0,2017,14,AFC East,AFC West,0,1
0.86,0.528,0.033,HOU,SF,0.0,2017,14,AFC South,NFC West,0,0
0.85,0.507,0.005,TB,DET,0.0,2017,14,NFC South,NFC North,0,0
0.85,0.507,0.004,PHI,LAR,4.5,2017,14,NFC East,NFC West,0,1
0.84,0.441,0.002,CLE,GB,0.0,2017,14,AFC North,NFC North,0,0
0.83,0.5589999999999999,0.138,GB,CLE,0.0,2017,14,NFC North,AFC North,0,1
0.83,0.493,0.002,LAR,PHI,2.0,2017,14,NFC West,NFC East,0,0
0.81,0.47200000000000003,0.003,SF,HOU,0.0,2017,14,NFC West,AFC South,0,1
0.78,0.48,0.059000000000000004,DEN,NYJ,0.5,2017,14,AFC West,AFC East,0,0
0.76,0.452,0.003,NO,ATL,4.0,2017,14,NFC South,NFC South,1,1
0.75,0.44799999999999995,0.005,CAR,MIN,2.5,2017,14,NFC South,NFC North,0,0
0.73,0.389,0.003,IND,BUF,0.0,2017,14,AFC South,AFC East,0,1
0.73,0.426,0.004,ARI,TEN,1.0,2017,14,NFC West,AFC South,0,0
0.7,0.42200000000000004,0.006999999999999999,SEA,JAX,2.0,2017,14,NFC West,AFC South,0,1
0.66,0.341,0.001,NYG,DAL,0.0,2017,14,NFC East,NFC East,1,0
0.63,0.299,0.001,CHI,CIN,1.0,2017,14,NFC North,AFC North,0,1
0.53,0.308,0.0,BAL,PIT,4.0,2017,14,AFC North,AFC North,1,1
0.52,0.29100000000000004,0.002,WAS,LAC,2.5,2017,14,NFC East,AFC West,0,0
0.39,0.187,0.001,MIA,NE,0.0,2017,14,AFC East,AFC East,1,0
1.2,0.8909999999999999,0.185,NO,NYJ,2.5,2017,15,NFC South,AFC East,0,0
1.12,0.846,0.18,MIN,CIN,2.0,2017,15,NFC North,AFC North,0,0
1.11,0.813,0.08199999999999999,JAX,HOU,1.0,2017,15,AFC South,AFC South,1,0
1.03,0.7440000000000001,0.022000000000000002,PHI,NYG,3.0,2017,15,NFC East,NFC East,1,1
1.01,0.7440000000000001,0.083,ATL,TB,1.0,2017,15,NFC South,NFC South,1,1
0.92,0.6759999999999999,0.047,DET,CHI,1.5,2017,15,NFC North,NFC North,1,0
0.91,0.726,0.233,BAL,CLE,4.0,2017,15,AFC North,AFC North,1,1
0.9,0.65,0.023,WAS,ARI,1.5,2017,15,NFC East,NFC West,0,0
0.88,0.633,0.012,BUF,MIA,0.0,2017,15,AFC East,AFC East,1,0
0.81,0.584,0.02,DEN,IND,0.0,2017,15,AFC West,AFC South,0,1
0.79,0.574,0.025,CAR,GB,2.0,2017,15,NFC South,NFC North,0,0
0.78,0.5589999999999999,0.01,SF,TEN,0.0,2017,15,NFC West,AFC South,0,0
0.77,0.552,0.002,NE,PIT,5.0,2017,15,AFC East,AFC North,0,1
0.71,0.505,0.001,LAC,KC,2.5,2017,15,AFC West,AFC West,1,1
0.7,0.495,0.001,LAR,SEA,3.5,2017,15,NFC West,NFC West,1,1
0.7,0.505,0.013999999999999999,SEA,LAR,1.5,2017,15,NFC West,NFC West,1,0
0.69,0.495,0.015,KC,LAC,2.5,2017,15,AFC West,AFC West,1,0
0.63,0.44799999999999995,0.0,PIT,NE,4.5,2017,15,AFC North,AFC East,0,0
0.61,0.441,0.017,TEN,SF,0.0,2017,15,AFC South,NFC West,0,1
0.61,0.426,0.001,GB,CAR,0.0,2017,15,NFC North,NFC South,0,1
0.59,0.41600000000000004,0.003,IND,DEN,0.0,2017,15,AFC South,AFC West,0,0
0.52,0.36700000000000005,0.003,MIA,BUF,0.0,2017,15,AFC East,AFC East,1,1
0.5,0.35,0.002,ARI,WAS,1.0,2017,15,NFC West,NFC East,0,1
0.49,0.27399999999999997,0.001,CLE,BAL,0.0,2017,15,AFC North,AFC North,1,0
0.48,0.324,0.001,CHI,DET,1.5,2017,15,NFC North,NFC North,1,1
0.39,0.256,0.002,TB,ATL,0.0,2017,15,NFC South,NFC South,1,0
0.37,0.256,0.002,NYG,PHI,0.0,2017,15,NFC East,NFC East,1,0
0.29,0.187,0.002,HOU,JAX,0.0,2017,15,AFC South,AFC South,1,1
0.27,0.154,0.0,CIN,MIN,0.0,2017,15,AFC North,NFC North,0,1
0.2,0.109,0.001,NYJ,NO,0.0,2017,15,AFC East,NFC South,0,1
1.16,0.8640000000000001,0.18,BAL,IND,3.5,2017,16,AFC North,AFC South,0,0
1.14,0.821,0.047,NE,BUF,5.0,2017,16,AFC East,AFC East,1,0
1.11,0.792,0.013999999999999999,MIN,GB,4.0,2017,16,NFC North,NFC North,1,1
1.11,0.8190000000000001,0.121,KC,MIA,0.0,2017,16,AFC West,AFC East,0,0
1.09,0.7809999999999999,0.025,PIT,HOU,4.5,2017,16,AFC North,AFC South,0,1
1.02,0.732,0.03,LAC,NYJ,3.5,2017,16,AFC West,AFC East,0,1
1.0,0.799,0.287,CAR,TB,0.0,2017,16,NFC South,NFC South,1,0
0.96,0.685,0.035,LAR,TEN,1.5,2017,16,NFC West,AFC South,0,1
0.95,0.675,0.001,NO,ATL,3.0,2017,16,NFC South,NFC South,1,0
0.92,0.659,0.018000000000000002,JAX,SF,0.0,2017,16,AFC South,NFC West,0,1
0.91,0.653,0.009000000000000001,DAL,SEA,1.0,2017,16,NFC East,NFC West,0,0
0.91,0.6859999999999999,0.11900000000000001,CHI,CLE,0.0,2017,16,NFC North,AFC North,0,0
0.87,0.623,0.011000000000000001,DET,CIN,3.0,2017,16,NFC North,AFC North,0,1
0.86,0.619,0.023,ARI,NYG,0.0,2017,16,NFC West,NFC East,0,0
0.85,0.611,0.01,WAS,DEN,1.5,2017,16,NFC East,AFC West,0,0
0.55,0.389,0.003,DEN,WAS,1.5,2017,16,AFC West,NFC East,0,1
0.55,0.381,0.004,NYG,ARI,0.0,2017,16,NFC East,NFC West,0,1
0.53,0.377,0.002,CIN,DET,0.0,2017,16,AFC North,NFC North,0,0
0.5,0.314,0.005,CLE,CHI,0.0,2017,16,AFC North,NFC North,0,1
0.49,0.34700000000000003,0.001,SEA,DAL,3.5,2017,16,NFC West,NFC East,0,1
0.49,0.341,0.004,SF,JAX,0.0,2017,16,NFC West,AFC South,0,0
0.46,0.325,0.003,ATL,NO,2.0,2017,16,NFC South,NFC South,1,1
0.45,0.315,0.022000000000000002,TEN,LAR,2.5,2017,16,AFC South,NFC West,0,0
0.4,0.201,0.002,TB,CAR,0.0,2017,16,NFC South,NFC South,1,1
0.39,0.268,0.003,NYJ,LAC,0.0,2017,16,AFC East,AFC West,0,0
0.32,0.21899999999999997,0.001,HOU,PIT,0.0,2017,16,AFC South,AFC North,0,0
0.3,0.18100000000000002,0.001,MIA,KC,0.0,2017,16,AFC East,AFC West,0,1
0.3,0.20800000000000002,0.004,GB,MIN,0.0,2017,16,NFC North,NFC North,1,0
0.27,0.179,0.0,BUF,NE,1.0,2017,16,AFC East,AFC East,1,1
0.25,0.136,0.002,IND,BAL,2.0,2017,16,AFC South,AFC North,0,1
1.33,0.889,0.083,NE,NYJ,0.0,2017,17,AFC East,AFC East,1,0
1.27,0.8640000000000001,0.115,MIN,CHI,0.0,2017,17,NFC North,NFC North,1,0
1.13,0.7659999999999999,0.078,BAL,CIN,0.0,2017,17,AFC North,AFC North,1,0
1.12,0.769,0.09699999999999999,SEA,ARI,0.0,2017,17,NFC West,NFC West,1,0
1.11,0.7440000000000001,0.044000000000000004,DET,GB,0.0,2017,17,NFC North,NFC North,1,0
1.07,0.6920000000000001,0.05,SF,LAR,0.0,2017,17,NFC West,NFC West,1,1
1.05,0.6970000000000001,0.021,NO,TB,0.0,2017,17,NFC South,NFC South,1,1
1.02,0.6759999999999999,0.021,ATL,CAR,0.0,2017,17,NFC South,NFC South,1,0
1.0,0.688,0.079,IND,HOU,0.0,2017,17,AFC South,AFC South,1,0
0.98,0.6679999999999999,0.071,PIT,CLE,0.0,2017,17,AFC North,AFC North,1,0
0.97,0.6409999999999999,0.009000000000000001,DAL,PHI,0.0,2017,17,NFC East,NFC East,1,1
0.96,0.6659999999999999,0.106,WAS,NYG,0.0,2017,17,NFC East,NFC East,1,0
0.93,0.613,0.009000000000000001,DEN,KC,0.0,2017,17,AFC West,AFC West,1,0
0.84,0.564,0.028999999999999998,TEN,JAX,0.0,2017,17,AFC South,AFC South,1,0
0.84,0.557,0.025,BUF,MIA,0.0,2017,17,AFC East,AFC East,1,1
0.68,0.44299999999999995,0.009000000000000001,MIA,BUF,0.0,2017,17,AFC East,AFC East,1,0
0.68,0.436,0.002,JAX,TEN,0.0,2017,17,AFC South,AFC South,1,1
0.59,0.387,0.01,KC,DEN,0.0,2017,17,AFC West,AFC West,1,1
0.56,0.33399999999999996,0.008,NYG,WAS,0.0,2017,17,NFC East,NFC East,1,0
0.55,0.359,0.003,PHI,DAL,0.0,2017,17,NFC East,NFC East,1,0
0.54,0.332,0.002,CLE,PIT,0.0,2017,17,AFC North,AFC North,1,1
0.51,0.312,0.004,HOU,IND,0.0,2017,17,AFC South,AFC South,1,1
0.5,0.324,0.002,CAR,ATL,0.0,2017,17,NFC South,NFC South,1,1
0.47,0.303,0.006,TB,NO,0.0,2017,17,NFC South,NFC South,1,0
0.45,0.308,0.086,LAR,SF,0.0,2017,17,NFC West,NFC West,1,0
0.41,0.256,0.003,GB,DET,0.0,2017,17,NFC North,NFC North,1,1
0.39,0.231,0.001,ARI,SEA,0.0,2017,17,NFC West,NFC West,1,1
0.39,0.23399999999999999,0.001,CIN,BAL,0.0,2017,17,AFC North,AFC North,1,1
0.24,0.136,0.001,CHI,MIN,0.0,2017,17,NFC North,NFC North,1,1
0.19,0.111,0.0,NYJ,NE,0.0,2017,17,AFC East,AFC East,1,1
1.04,0.8009999999999999,0.306,NO,TB,2.0,2018,1,NFC South,NFC South,1,0
1.04,0.732,0.109,DET,NYJ,0.5,2018,1,NFC North,AFC East,0,0
1.03,0.695,0.024,NE,HOU,5.0,2018,1,AFC East,AFC South,0,0
1.03,0.705,0.053,MIN,SF,3.5,2018,1,NFC North,NFC West,0,0
1.02,0.765,0.22399999999999998,BAL,BUF,1.5,2018,1,AFC North,AFC East,0,0
1.01,0.72,0.113,GB,CHI,3.5,2018,1,NFC North,NFC North,1,0
0.95,0.633,0.006,LAC,KC,3.0,2018,1,AFC West,AFC West,1,0
0.93,0.623,0.005,DEN,SEA,1.0,2018,1,AFC West,NFC West,0,0
0.9,0.623,0.055999999999999994,PIT,CLE,3.5,2018,1,AFC North,AFC North,1,1
0.89,0.595,0.009000000000000001,CAR,DAL,1.0,2018,1,NFC South,NFC East,0,0
0.87,0.581,0.008,JAX,NYG,2.5,2018,1,AFC South,NFC East,0,1
0.84,0.5660000000000001,0.008,ARI,WAS,0.0,2018,1,NFC West,NFC East,0,0
0.76,0.505,0.004,ATL,PHI,3.0,2018,1,NFC South,NFC East,0,1
0.75,0.502,0.006,CIN,IND,0.5,2018,1,AFC North,AFC South,0,1
0.75,0.505,0.012,TEN,MIA,1.0,2018,1,AFC South,AFC East,0,1
0.75,0.495,0.002,MIA,TEN,0.5,2018,1,AFC East,AFC South,0,0
0.75,0.498,0.005,IND,CIN,0.5,2018,1,AFC South,AFC North,0,0
0.74,0.495,0.006,PHI,ATL,3.0,2018,1,NFC East,NFC South,0,0
0.65,0.434,0.002,WAS,ARI,0.5,2018,1,NFC East,NFC West,0,0
0.63,0.419,0.002,NYG,JAX,0.5,2018,1,NFC East,AFC South,0,0
0.61,0.405,0.001,DAL,CAR,1.5,2018,1,NFC East,NFC South,0,1
0.6,0.377,0.003,CLE,PIT,0.5,2018,1,AFC North,AFC North,1,0
0.57,0.377,0.002,SEA,DEN,0.5,2018,1,NFC West,AFC West,0,1
0.55,0.36700000000000005,0.002,KC,LAC,1.5,2018,1,AFC West,AFC West,1,1
0.48,0.28,0.001,CHI,GB,1.0,2018,1,NFC North,NFC North,1,1
0.47,0.235,0.001,BUF,BAL,0.5,2018,1,AFC East,AFC North,0,1
0.47,0.295,0.001,SF,MIN,2.5,2018,1,NFC West,NFC North,0,1
0.47,0.305,0.001,HOU,NE,3.0,2018,1,AFC South,AFC East,0,1
0.46,0.268,0.001,NYJ,DET,0.0,2018,1,AFC East,NFC North,0,1
0.45,0.19899999999999998,0.0,TB,NO,0.5,2018,1,NFC South,NFC South,1,1
1.08,0.851,0.349,LAR,ARI,3.0,2018,2,NFC West,NFC West,1,0
1.05,0.79,0.196,NO,CLE,1.5,2018,2,NFC South,AFC North,0,0
0.99,0.6829999999999999,0.009000000000000001,ATL,CAR,2.5,2018,2,NFC South,NFC South,1,0
0.98,0.6940000000000001,0.038,SF,DET,2.0,2018,2,NFC West,NFC North,0,0
0.98,0.695,0.054000000000000006,WAS,IND,0.5,2018,2,NFC East,AFC South,0,0
0.96,0.664,0.006999999999999999,CHI,SEA,1.0,2018,2,NFC North,NFC West,0,0
0.94,0.654,0.006999999999999999,PIT,KC,2.5,2018,2,AFC North,AFC West,0,0
0.94,0.732,0.218,LAC,BUF,2.5,2018,2,AFC West,AFC East,0,1
0.9,0.626,0.017,HOU,TEN,3.0,2018,2,AFC South,AFC South,1,1
0.87,0.602,0.004,DAL,NYG,1.0,2018,2,NFC East,NFC East,1,0
0.87,0.608,0.017,NYJ,MIA,0.5,2018,2,AFC East,AFC East,1,0
0.84,0.583,0.013999999999999999,PHI,TB,3.0,2018,2,NFC East,NFC South,0,1
0.79,0.546,0.006,NE,JAX,5.0,2018,2,AFC East,AFC South,0,1
0.78,0.537,0.004,MIN,GB,4.0,2018,2,NFC North,NFC North,1,1
0.74,0.509,0.006,BAL,CIN,2.0,2018,2,AFC North,AFC North,1,1
0.71,0.491,0.002,CIN,BAL,1.0,2018,2,AFC North,AFC North,1,0
0.67,0.46299999999999997,0.002,GB,MIN,3.5,2018,2,NFC North,NFC North,1,0
0.66,0.45399999999999996,0.0,JAX,NE,3.0,2018,2,AFC South,AFC East,0,0
0.61,0.41700000000000004,0.0,TB,PHI,0.5,2018,2,NFC South,NFC East,0,0
0.58,0.392,0.001,MIA,NYJ,1.0,2018,2,AFC East,AFC East,1,1
0.58,0.39799999999999996,0.004,NYG,DAL,0.5,2018,2,NFC East,NFC East,1,1
0.55,0.374,0.001,TEN,HOU,0.5,2018,2,AFC South,AFC South,1,0
0.51,0.268,0.001,BUF,LAC,0.0,2018,2,AFC East,AFC West,0,0
0.5,0.34600000000000003,0.002,KC,PIT,2.5,2018,2,AFC West,AFC North,0,1
0.49,0.336,0.003,SEA,CHI,0.5,2018,2,NFC West,NFC North,0,1
0.47,0.305,0.001,IND,WAS,0.5,2018,2,AFC South,NFC East,0,1
0.46,0.306,0.001,DET,SF,0.5,2018,2,NFC North,NFC West,0,1
0.46,0.317,0.002,CAR,ATL,1.5,2018,2,NFC South,NFC South,1,1
0.4,0.21,0.0,CLE,NO,0.0,2018,2,AFC North,NFC South,0,1
0.37,0.149,0.0,ARI,LAR,0.0,2018,2,NFC West,NFC West,1,1
1.07,0.792,0.102,JAX,TEN,3.5,2018,3,AFC South,AFC South,1,0
1.03,0.732,0.017,LAR,LAC,4.0,2018,3,NFC West,AFC West,0,0
1.03,0.893,0.584,MIN,BUF,4.0,2018,3,NFC North,AFC East,0,0
1.0,0.723,0.045,NE,DET,5.0,2018,3,AFC East,NFC North,0,1
0.99,0.716,0.042,PHI,IND,2.5,2018,3,NFC East,AFC South,0,0
0.99,0.706,0.025,HOU,NYG,2.0,2018,3,AFC South,NFC East,0,0
0.94,0.667,0.005,BAL,DEN,1.5,2018,3,AFC North,AFC West,0,0
0.93,0.679,0.052000000000000005,CHI,ARI,1.0,2018,3,NFC North,NFC West,0,1
0.93,0.685,0.071,KC,SF,3.0,2018,3,AFC West,NFC West,0,0
0.86,0.614,0.018000000000000002,CLE,NYJ,0.0,2018,3,AFC North,AFC East,0,0
0.8,0.568,0.004,CAR,CIN,1.0,2018,3,NFC South,AFC North,0,0
0.77,0.544,0.005,GB,WAS,4.0,2018,3,NFC North,NFC East,0,1
0.77,0.54,0.001,ATL,NO,3.0,2018,3,NFC South,NFC South,1,0
0.75,0.526,0.002,TB,PIT,1.0,2018,3,NFC South,AFC North,0,0
0.73,0.515,0.005,SEA,DAL,0.5,2018,3,NFC West,NFC East,0,0
0.69,0.485,0.001,DAL,SEA,1.0,2018,3,NFC East,NFC West,0,1
