EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Date,Team Division,Opponent Division,Divisional Matchup?,Away Team
0.68,0.36,0.002,HOU,ARI,2.0,2013,10,AFC South,NFC West,0,1
0.62,0.309,0.0,CAR,SF,3.0,2013,10,NFC South,NFC West,0,1
0.59,0.299,0.0,DAL,NO,1.5,2013,10,NFC East,NFC South,0,1
1.22,0.846,0.138,SEA,MIN,4.0,2013,11,NFC West,NFC North,0,0
1.11,0.746,0.018000000000000002,DEN,KC,5.0,2013,11,AFC West,AFC West,1,0
1.01,0.773,0.28600000000000003,ARI,JAX,1.5,2013,11,NFC West,AFC South,0,1
1.0,0.6759999999999999,0.025,PHI,WAS,2.5,2013,11,NFC East,NFC East,1,0
0.95,0.633,0.01,CHI,BAL,0.0,2013,11,NFC North,AFC North,0,0
0.92,0.616,0.011000000000000001,NO,SF,3.0,2013,11,NFC South,NFC West,0,0
0.91,0.623,0.05,NYG,GB,0.5,2013,11,NFC East,NFC North,0,0
0.91,0.6,0.002,CAR,NE,3.5,2013,11,NFC South,AFC East,0,0
0.89,0.6759999999999999,0.20800000000000002,CIN,CLE,2.5,2013,11,AFC North,AFC North,1,0
0.88,0.593,0.024,DET,PIT,3.5,2013,11,NFC North,AFC North,0,1
0.86,0.5760000000000001,0.012,IND,TEN,2.0,2013,11,AFC South,AFC South,1,1
0.84,0.5589999999999999,0.001,TB,ATL,0.5,2013,11,NFC South,NFC South,1,0
0.81,0.5379999999999999,0.01,NYJ,BUF,0.5,2013,11,AFC East,AFC East,1,1
0.69,0.462,0.011000000000000001,BUF,NYJ,1.0,2013,11,AFC East,AFC East,1,0
0.66,0.441,0.006999999999999999,ATL,TB,0.5,2013,11,NFC South,NFC South,1,1
0.65,0.424,0.001,TEN,IND,1.5,2013,11,AFC South,AFC South,1,0
0.63,0.40700000000000003,0.003,PIT,DET,1.5,2013,11,AFC North,NFC North,0,0
0.61,0.324,0.001,CLE,CIN,1.0,2013,11,AFC North,AFC North,1,1
0.6,0.4,0.011000000000000001,NE,CAR,2.5,2013,11,AFC East,NFC South,0,1
0.59,0.377,0.006,GB,NYG,1.5,2013,11,NFC North,NFC East,0,1
0.58,0.384,0.0,SF,NO,3.5,2013,11,NFC West,NFC South,0,1
0.56,0.36700000000000005,0.001,BAL,CHI,1.5,2013,11,AFC North,NFC North,0,1
0.5,0.324,0.001,WAS,PHI,0.0,2013,11,NFC East,NFC East,1,0
0.49,0.22699999999999998,0.001,JAX,ARI,0.0,2013,11,AFC South,NFC West,0,0
0.39,0.254,0.001,KC,DEN,2.5,2013,11,AFC West,AFC West,1,1
0.29,0.154,0.0,MIN,SEA,0.0,2013,11,NFC North,NFC West,0,1
1.23,0.805,0.155,HOU,JAX,0.5,2013,12,AFC South,AFC South,1,0
1.15,0.757,0.132,NO,ATL,2.0,2013,12,NFC South,NFC South,1,1
1.15,0.696,0.016,GB,MIN,0.5,2013,12,NFC North,NFC North,1,0
1.11,0.6759999999999999,0.018000000000000002,SF,WAS,3.0,2013,12,NFC West,NFC East,0,1
1.05,0.65,0.037000000000000005,CAR,MIA,3.0,2013,12,NFC South,AFC East,0,1
1.05,0.659,0.051,BAL,NYJ,1.0,2013,12,AFC North,AFC East,0,0
1.05,0.627,0.002,ARI,IND,1.0,2013,12,NFC West,AFC South,0,0
0.97,0.5760000000000001,0.002,CLE,PIT,1.0,2013,12,AFC North,AFC North,1,0
0.96,0.578,0.004,NYG,DAL,0.5,2013,12,NFC East,NFC East,1,0
0.9,0.7490000000000001,0.48700000000000004,DET,TB,2.5,2013,12,NFC North,NFC South,0,0
0.86,0.517,0.002,DEN,NE,5.0,2013,12,AFC West,AFC East,0,1
0.81,0.483,0.001,NE,DEN,3.0,2013,12,AFC East,AFC West,0,0
0.77,0.251,0.001,TB,DET,0.5,2013,12,NFC South,NFC North,0,1
0.71,0.42200000000000004,0.002,DAL,NYG,2.0,2013,12,NFC East,NFC East,1,1
0.7,0.424,0.009000000000000001,PIT,CLE,1.5,2013,12,AFC North,AFC North,1,1
0.62,0.373,0.003,IND,ARI,2.5,2013,12,AFC South,NFC West,0,1
0.62,0.341,0.0,NYJ,BAL,0.5,2013,12,AFC East,AFC North,0,1
0.61,0.35,0.004,MIA,CAR,1.0,2013,12,AFC East,NFC South,0,0
0.56,0.324,0.001,WAS,SF,0.0,2013,12,NFC East,NFC West,0,0
0.52,0.304,0.0,MIN,GB,0.0,2013,12,NFC North,NFC North,1,1
0.51,0.243,0.0,ATL,NO,0.5,2013,12,NFC South,NFC South,1,0
0.44,0.195,0.001,JAX,HOU,0.0,2013,12,AFC South,AFC South,1,1
1.09,0.7170000000000001,0.002,SEA,NO,3.5,2013,13,NFC West,NFC South,0,0
1.07,0.741,0.09699999999999999,CLE,JAX,0.0,2013,13,AFC North,AFC South,0,0
1.06,0.7090000000000001,0.034,DET,GB,2.0,2013,13,NFC North,NFC North,1,0
1.02,0.6709999999999999,0.005,DEN,KC,5.0,2013,13,AFC West,AFC West,1,1
0.99,0.659,0.017,BUF,ATL,0.5,2013,13,AFC East,NFC South,0,0
0.98,0.726,0.21,NE,HOU,2.5,2013,13,AFC East,AFC South,0,1
0.97,0.7440000000000001,0.27899999999999997,CAR,TB,2.5,2013,13,NFC South,NFC South,1,0
0.94,0.627,0.017,PHI,ARI,2.5,2013,13,NFC East,NFC West,0,0
0.94,0.623,0.011000000000000001,IND,TEN,2.0,2013,13,AFC South,AFC South,1,0
