"EntryName","Week_1","Week_2","Week_3","Week_4","Week_5","Week_6","Week_7","Week_8","Week_9"
"CORAFINS-3","BRONCOS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORAFINS-4","COMMANDERS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORAFINS-5","CARDINALS PK","DOLPHINS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORAFINS-6","BRONCOS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORBIN BERNSEN-1","EAGLES PK","RAVENS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORBIN BERNSEN-2","EAGLES PK","RAVENS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORBIN BERNSEN-3","EAGLES PK","CARDINALS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORNELL-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORNELL-2","COMMANDERS PK","CARDINALS PK","BUCS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CORPORATE THUGGIN'-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","PACKERS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"CORVETTE 65-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"COSMIC VOLTAGE-1","PATRIOTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSMIC VOLTAGE-2","CARDINALS PK","PACKERS PK","BILLS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSMIC VOLTAGE-3","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"COSTA-1","CARDINALS PK","RAMS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTA-2","BRONCOS PK","BENGALS PK","COMMANDERS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTA-3","COMMANDERS PK","COWBOYS PK","BUCS PK","RAMS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BILLS PK","ALIVE"
"COSTA-4","PATRIOTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTA-5","COLTS PK","CARDINALS PK","VIKINGS PK","BRONCOS PK","LIONS PK","PATRIOTS PK","STEELERS PK","ELIMINATED","ELIMINATED"
"COSTA-6","CARDINALS PK","LIONS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTALIVING-1","BENGALS PK","RAVENS PK","CHIEFS PK","BILLS PK","LIONS PK","BRONCOS PK","COMMANDERS PK","ELIMINATED","ELIMINATED"
"COSTANTEENIE-1","BENGALS PK","RAMS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-10","CARDINALS PK","RAMS PK","CHIEFS PK","LIONS PK","COLTS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-2","BENGALS PK","RAMS PK","CHIEFS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-3","BENGALS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-4","STEELERS PK","RAVENS PK","BILLS PK","PATRIOTS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-5","STEELERS PK","RAVENS PK","BILLS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-6","STEELERS PK","RAVENS PK","COLTS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-7","COMMANDERS PK","RAMS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-8","COMMANDERS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANTEENIE-9","CARDINALS PK","RAVENS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANZA-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTANZA-2","BRONCOS PK","RAMS PK","SEAHAWKS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTEF-1","CARDINALS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COSTEF-2","CARDINALS PK","RAVENS PK","SEAHAWKS PK","BRONCOS PK","LIONS PK","PATRIOTS PK","BEARS PK","COLTS PK","ALIVE"
"COSTEF-3","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COUCH-1","STEELERS PK","RAMS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COUGAR CREW-1","CARDINALS PK","BRONCOS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COUGAR CREW-2","RAMS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"COUGAR CREW-3","BRONCOS PK","RAMS PK","BUCS PK","49ERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COUNT DE MONET-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COUSIN LOUIE-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","PATRIOTS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COUSIN MUSH-1","JAGUARS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COVERS 615-1","EAGLES PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COVERS 615-2","EAGLES PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COVINCE-1","BRONCOS PK","CARDINALS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COVINCE-2","JAGUARS PK","RAMS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-1","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-10","BEARS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-2","BRONCOS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-3","BRONCOS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-4","BRONCOS PK","COWBOYS PK","BILLS PK","LIONS PK","EAGLES PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-5","BRONCOS PK","VIKINGS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-6","JAGUARS PK","RAVENS PK","BUCS PK","BILLS PK","CHIEFS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-7","PATRIOTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-8","RAMS PK","RAVENS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBO MAFIA-9","BEARS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBOY 1-1","BRONCOS PK","LIONS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBOYS15-1","CARDINALS PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBOYS477-1","BRONCOS PK","CARDINALS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBOYSFROMHELL-1","RAMS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBOYSFROMHELL-2","BRONCOS PK","RAMS PK","COLTS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBOYSFROMHELL-3","CARDINALS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWBOYSFROMHELL-4","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"COWPHINS.-1","BUCS PK","RAMS PK","SEAHAWKS PK","BILLS PK","COLTS PK","BRONCOS PK","BEARS PK","FALCONS PK","ELIMINATED"
"COYNE91-1","CARDINALS PK","BENGALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CPS805-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CPTBIGSACK-1","BRONCOS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-1","EAGLES PK","TEXANS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-10","JAGUARS PK","LIONS PK","SEAHAWKS PK","DOLPHINS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-2","EAGLES PK","RAMS PK","SEAHAWKS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-3","EAGLES PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-4","EAGLES PK","CARDINALS PK","SEAHAWKS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-5","EAGLES PK","CARDINALS PK","BUCS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-6","EAGLES PK","CARDINALS PK","BUCS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-7","EAGLES PK","DOLPHINS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAIG TUCKER-8","EAGLES PK","LIONS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","STEELERS PK","BEARS PK","CHIEFS PK","ALIVE"
"CRAIG TUCKER-9","JAGUARS PK","VIKINGS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAWHYDE-1","EAGLES PK","RAMS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","BRONCOS PK","BEARS PK","FALCONS PK","ELIMINATED"
"CRAWHYDE-2","STEELERS PK","RAVENS PK","COLTS PK","BRONCOS PK","LIONS PK","PACKERS PK","PATRIOTS PK","BILLS PK","ALIVE"
"CRAWHYDE-3","CARDINALS PK","COWBOYS PK","BILLS PK","PATRIOTS PK","LIONS PK","COLTS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"CRAWHYDE-4","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAWHYDE-5","BRONCOS PK","CARDINALS PK","CHIEFS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAWHYDE-6","BENGALS PK","COWBOYS PK","BILLS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZIES-1","BRONCOS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-1","BRONCOS PK","CARDINALS PK","BUCS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-10","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-2","BRONCOS PK","CARDINALS PK","BUCS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-3","BRONCOS PK","CARDINALS PK","BUCS PK","PATRIOTS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-4","BRONCOS PK","CARDINALS PK","BUCS PK","PATRIOTS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-5","BRONCOS PK","CARDINALS PK","BUCS PK","PATRIOTS PK","LIONS PK","COLTS PK","PACKERS PK","BENGALS PK","ELIMINATED"
"CRAZY CANUCKS-6","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-7","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-8","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY CANUCKS-9","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY IVAN-1","CARDINALS PK","COWBOYS PK","COLTS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY IVAN-2","JAGUARS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY IVAN-3","STEELERS PK","CARDINALS PK","BUCS PK","TEXANS PK","VIKINGS PK","BRONCOS PK","PATRIOTS PK","COLTS PK","ALIVE"
"CRAZY JOAN-1","EAGLES PK","COWBOYS PK","COLTS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY JOAN-2","CARDINALS PK","RAMS PK","BUCS PK","BRONCOS PK","COLTS PK","PATRIOTS PK","STEELERS PK","ELIMINATED","ELIMINATED"
"CRAZY JOAN-3","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY9B-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRAZY9B-2","CARDINALS PK","COWBOYS PK","BUCS PK","BRONCOS PK","LIONS PK","PACKERS PK","PATRIOTS PK","COLTS PK","ALIVE"
"CRE8-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRE8-2","BRONCOS PK","BENGALS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRE8-3","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","STEELERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"CREAM TEAM-1","BRONCOS PK","CARDINALS PK","BUCS PK","LIONS PK","COLTS PK","PACKERS PK","CHIEFS PK","BENGALS PK","ELIMINATED"
"CREEK ELITE-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CREMASTER REFLEX-1","CARDINALS PK","RAMS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","PACKERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"CREMASTER REFLEX-2","BRONCOS PK","CARDINALS PK","BUCS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRICKRAT-1","BRONCOS PK","CARDINALS PK","BUCS PK","BILLS PK","COLTS PK","PACKERS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"CRICKRAT-2","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRIME PUP-1","BRONCOS PK","COWBOYS PK","BILLS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRIMSON DOCS-1","CARDINALS PK","LIONS PK","CHIEFS PK","BRONCOS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BILLS PK","ALIVE"
"CRIMSON DOCS-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","STEELERS PK","BEARS PK","FALCONS PK","ELIMINATED"
"CRIMSON DOCS-3","BRONCOS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRISPY-1","EAGLES PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","CHIEFS PK","BENGALS PK","ELIMINATED"
"CRISPY-2","EAGLES PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRISPY-3","EAGLES PK","CARDINALS PK","BILLS PK","BRONCOS PK","COLTS PK","PACKERS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"CRISPY-4","BRONCOS PK","CARDINALS PK","RAVENS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRISPY-5","BRONCOS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRISPY-6","BRONCOS PK","RAVENS PK","BILLS PK","TEXANS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"CRITTER-1","BRONCOS PK","LIONS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRITTER-2","BEARS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRITTER-3","BRONCOS PK","BILLS PK","SEAHAWKS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRITTER-4","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRITTER-5","CARDINALS PK","LIONS PK","COMMANDERS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRITTER-6","BRONCOS PK","CARDINALS PK","CHIEFS PK","BILLS PK","COLTS PK","PACKERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"CRITTER-7","BRONCOS PK","TEXANS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CROOKS N BOOKS-1","BRONCOS PK","LIONS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CROWN JEWELS-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","LIONS PK","PACKERS PK","BEARS PK","COLTS PK","ALIVE"
"CROWN ME!-1","EAGLES PK","COWBOYS PK","CHIEFS PK","BILLS PK","COLTS PK","PACKERS PK","BRONCOS PK","FALCONS PK","ELIMINATED"
"CRUNCHWRAP KINGS-1","CARDINALS PK","RAMS PK","SEAHAWKS PK","BILLS PK","LIONS PK","STEELERS PK","PACKERS PK","COLTS PK","ALIVE"
"CRUNKIEST CREW-1","COMMANDERS PK","CARDINALS PK","COLTS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-10","COMMANDERS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-2","COMMANDERS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-3","COMMANDERS PK","CARDINALS PK","COLTS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-4","COMMANDERS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-5","COMMANDERS PK","CARDINALS PK","COLTS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-6","COMMANDERS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-7","COMMANDERS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-8","COMMANDERS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKIEST CREW-9","COMMANDERS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUNKNASTY-1","COMMANDERS PK","CARDINALS PK","BUCS PK","TEXANS PK","COLTS PK","PACKERS PK","BRONCOS PK","BENGALS PK","ELIMINATED"
"CRUSADERS-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSADERS-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","COLTS PK","PACKERS PK","CHIEFS PK","FALCONS PK","ELIMINATED"
"CRUSADERS-3","EAGLES PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-1","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-10","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-2","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-3","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-4","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-5","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-6","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-7","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-8","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHEMSPORTS.COM-9","JAGUARS PK","COWBOYS PK","CHIEFS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUSHIN CHUBBIES-1","JAGUARS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"CRUZEIRO-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
