"EntryName","Week_1","Week_2","Week_3","Week_4","Week_5","Week_6","Week_7","Week_8","Week_9"
"PATRICK STAR-3","EAGLES PK","COWBOYS PK","BILLS PK","PATRIOTS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PATRICK STAR-4","EAGLES PK","COWBOYS PK","COMMANDERS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PATRICK STAR-5","CARDINALS PK","RAVENS PK","BUCS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PATRICK STAR-6","CARDINALS PK","RAVENS PK","BUCS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PATRICK STAR-7","BRONCOS PK","RAVENS PK","SEAHAWKS PK","RAMS PK","VIKINGS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED"
"PATRICK30-1","EAGLES PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PATSFAN-1","BRONCOS PK","RAVENS PK","SEAHAWKS PK","LIONS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PATSFANILLINOIS-1","RAMS PK","COWBOYS PK","COLTS PK","BILLS PK","SEAHAWKS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PATSFANILLINOIS-2","JAGUARS PK","RAMS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"PATSFANILLINOIS-3","BRONCOS PK","CARDINALS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PATTYFATSTACKS-1","EAGLES PK","CARDINALS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAUL STONE SPORTS-1","BRONCOS PK","RAVENS PK","BUCS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAUL STONE SPORTS-2","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAUL STONE SPORTS-3","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAUL'S VICTORY POSSE-1","BRONCOS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAULIE PARLAYS-1","PATRIOTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAULIE PARLAYS-10","CARDINALS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAULIE PARLAYS-2","PATRIOTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAULIE PARLAYS-3","BRONCOS PK","RAVENS PK","BILLS PK","LIONS PK","COLTS PK","PACKERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"PAULIE PARLAYS-4","BRONCOS PK","RAVENS PK","BILLS PK","LIONS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"PAULIE PARLAYS-5","COMMANDERS PK","COWBOYS PK","BUCS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAULIE PARLAYS-6","COMMANDERS PK","COWBOYS PK","BUCS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAULIE PARLAYS-7","EAGLES PK","BILLS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAULIE PARLAYS-8","EAGLES PK","BILLS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAULIE PARLAYS-9","CARDINALS PK","RAMS PK","SEAHAWKS PK","TEXANS PK","LIONS PK","BRONCOS PK","BEARS PK","COLTS PK","ALIVE"
"PAWS.-1","CARDINALS PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAYDATMANHISMONEY-1","EAGLES PK","COWBOYS PK","BILLS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAYDATMANHISMONEY-2","CARDINALS PK","RAVENS PK","BILLS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAYDATMANHISMONEY-3","CARDINALS PK","COWBOYS PK","BILLS PK","LIONS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAYDATMANHISMONEY-4","COMMANDERS PK","CARDINALS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PAYDATMANHISMONEY-5","COMMANDERS PK","COWBOYS PK","COLTS PK","BILLS PK","LIONS PK","STEELERS PK","BEARS PK","FALCONS PK","ELIMINATED"
"PAYMEDEREK-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PB Sports-1","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PB TWINS 81-1","JAGUARS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PB TWINS 81-2","BUCS PK","CARDINALS PK","COLTS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PBF Dreamz-1","COMMANDERS PK","CARDINALS PK","BUCS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PBS-1","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PBS-2","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PBS-3","BRONCOS PK","COWBOYS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PBS-4","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PCADOLINO-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PCADOLINO-2","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","LIONS PK","COLTS PK","PACKERS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"PCFRIARS 1999-1","BRONCOS PK","CARDINALS PK","BILLS PK","LIONS PK","COLTS PK","STEELERS PK","CHIEFS PK","BENGALS PK","ELIMINATED"
"PDM GO POUND WATER-1","BENGALS PK","RAVENS PK","BILLS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PDM GO POUND WATER-2","BRONCOS PK","RAVENS PK","SEAHAWKS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PDM GO POUND WATER-3","BRONCOS PK","RAVENS PK","SEAHAWKS PK","LIONS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEA POD-1","CARDINALS PK","RAMS PK","SEAHAWKS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEA POD-2","COMMANDERS PK","BILLS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEACHY LEMON-1","BRONCOS PK","COWBOYS PK","COMMANDERS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEACHY LEMON-2","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEARL JAM-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","PATRIOTS PK","COLTS PK","ALIVE"
"PEAS AND CARROTS-1","BRONCOS PK","CARDINALS PK","BILLS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEEKABOO-1","EAGLES PK","RAVENS PK","BILLS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEEKABOO-2","EAGLES PK","RAVENS PK","BILLS PK","BRONCOS PK","SEAHAWKS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEEKABOO-3","JAGUARS PK","RAVENS PK","BILLS PK","BRONCOS PK","SAINTS PK","PACKERS PK","COWBOYS PK","COLTS PK","ALIVE"
"PEEKABOO-4","JAGUARS PK","RAVENS PK","BILLS PK","BRONCOS PK","SEAHAWKS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEEKABOO-5","RAMS PK","RAVENS PK","BILLS PK","BRONCOS PK","SAINTS PK","RAIDERS PK","BROWNS PK","COLTS PK","ALIVE"
"PEEKABOO-6","RAMS PK","RAVENS PK","BILLS PK","BRONCOS PK","SEAHAWKS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEG CITY KIDS-1","BRONCOS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PELICAN CLYDE-1","CARDINALS PK","LIONS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PELICAN CLYDE-2","BENGALS PK","RAVENS PK","COLTS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PELICAN CLYDE-3","CARDINALS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PELICAN CLYDE-4","EAGLES PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PELICAN CLYDE-5","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PELICAN CLYDE-6","EAGLES PK","BILLS PK","SEAHAWKS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PENN MASS-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","PATRIOTS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPER JAMES-1","DOLPHINS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPEROREO-1","CARDINALS PK","LIONS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPEROREO-10","STEELERS PK","CARDINALS PK","CHIEFS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPEROREO-2","PATRIOTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPEROREO-3","STEELERS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPEROREO-4","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPEROREO-5","CARDINALS PK","BILLS PK","COLTS PK","BRONCOS PK","LIONS PK","PACKERS PK","CHIEFS PK","BENGALS PK","ELIMINATED"
"PEPPEROREO-6","EAGLES PK","BILLS PK","BUCS PK","LIONS PK","COLTS PK","RAMS PK","PATRIOTS PK","BENGALS PK","ELIMINATED"
"PEPPEROREO-7","BRONCOS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPEROREO-8","CARDINALS PK","COWBOYS PK","COLTS PK","BILLS PK","CHIEFS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEPPEROREO-9","CARDINALS PK","CHARGERS PK","BILLS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERCH11-1","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","BILLS PK","LIONS PK","PACKERS PK","BEARS PK","COLTS PK","ALIVE"
"PERCHUT67-1","EAGLES PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERDADOR-1","EAGLES PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERDADOR-10","BENGALS PK","LIONS PK","BILLS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERDADOR-2","EAGLES PK","RAMS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERDADOR-3","EAGLES PK","RAMS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERDADOR-4","EAGLES PK","VIKINGS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERDADOR-5","BRONCOS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERDADOR-6","BRONCOS PK","RAVENS PK","BILLS PK","PATRIOTS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERDADOR-7","COMMANDERS PK","RAVENS PK","BILLS PK","BRONCOS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"PERDADOR-8","COMMANDERS PK","RAVENS PK","BILLS PK","BRONCOS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"PERDADOR-9","RAMS PK","RAVENS PK","BILLS PK","BRONCOS PK","LIONS PK","PACKERS PK","CHIEFS PK","COLTS PK","ALIVE"
"PERFECT CRIME-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERFECTPINT-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERFECTPINT-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERFECTPINT-3","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PERFECTPINT-4","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PETTY BROS.-1","CARDINALS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEYOS-1","JAGUARS PK","CARDINALS PK","BILLS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEYOS-2","SAINTS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEYOS-3","CARDINALS PK","COWBOYS PK","49ERS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-1","BRONCOS PK","CARDINALS PK","VIKINGS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-10","BRONCOS PK","CARDINALS PK","JAGUARS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-2","BRONCOS PK","CARDINALS PK","VIKINGS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-3","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-4","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-5","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-6","BRONCOS PK","CARDINALS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-7","BRONCOS PK","CARDINALS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-8","BRONCOS PK","CARDINALS PK","BUCS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PEZZO DI PIZZA-9","BRONCOS PK","CARDINALS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PG SOUTH-1","BRONCOS PK","CARDINALS PK","BUCS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PG25-1","BRONCOS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PGS-1","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PGS-2","BRONCOS PK","RAMS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PGS-3","BRONCOS PK","RAMS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PGS-4","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PGS-5","CARDINALS PK","RAMS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHANTOM MENACE-1","BRONCOS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHELPS BROS. INC-1","BRONCOS PK","RAMS PK","BUCS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHELPS BROS. INC-2","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHELPS BROS. INC-3","BRONCOS PK","CHARGERS PK","BUCS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHELPS BROS. INC-4","CARDINALS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","COLTS PK","STEELERS PK","BRONCOS PK","FALCONS PK","ELIMINATED"
"PHELPS BROS. INC-5","BRONCOS PK","CARDINALS PK","CHIEFS PK","BILLS PK","COLTS PK","PACKERS PK","PATRIOTS PK","FALCONS PK","ELIMINATED"
"PHELPS BROS. INC-6","JAGUARS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHELPS BROS. INC-7","BRONCOS PK","CARDINALS PK","CHIEFS PK","BILLS PK","VIKINGS PK","COLTS PK","PACKERS PK","BENGALS PK","ELIMINATED"
"PHIL PIZZ-1","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","LIONS PK","STEELERS PK","BEARS PK","FALCONS PK","ELIMINATED"
"PHIL PIZZ-2","COMMANDERS PK","RAMS PK","BUCS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIL PIZZ-3","DOLPHINS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIL-1","CARDINALS PK","RAMS PK","SEAHAWKS PK","BRONCOS PK","COLTS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILBADI-1","JAGUARS PK","STEELERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILBADI-2","RAMS PK","DOLPHINS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILLY DUO-1","BRONCOS PK","RAVENS PK","BILLS PK","LIONS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILLY PHILLY 2.0-1","CARDINALS PK","LIONS PK","SEAHAWKS PK","BILLS PK","COLTS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILLY PHILLY 2.0-2","BRONCOS PK","CARDINALS PK","COWBOYS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILLY PHILLY 2.0-3","BEARS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILLY PHILLY 2.0-4","STEELERS PK","BENGALS PK","BUCS PK","BRONCOS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILLY PHILLY 2.0-5","EAGLES PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILZONE-1","CARDINALS PK","RAMS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILZONE-2","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","TEXANS PK","RAMS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILZONE-3","CARDINALS PK","COWBOYS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILZONE-4","BRONCOS PK","CARDINALS PK","FALCONS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILZONE-5","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILZONE-6","BRONCOS PK","COWBOYS PK","SEAHAWKS PK","CHARGERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILZONE-7","JAGUARS PK","CARDINALS PK","SEAHAWKS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHILZONE-8","JAGUARS PK","RAMS PK","COMMANDERS PK","BRONCOS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHINS UP-1","COMMANDERS PK","RAMS PK","CHIEFS PK","BILLS PK","LIONS PK","PATRIOTS PK","BEARS PK","COLTS PK","ALIVE"
"PHINS UP-2","BENGALS PK","RAVENS PK","BUCS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-1","COMMANDERS PK","RAVENS PK","COLTS PK","BRONCOS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-10","COMMANDERS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","COLTS PK","EAGLES PK","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-2","COMMANDERS PK","RAVENS PK","COLTS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-3","COMMANDERS PK","RAVENS PK","COLTS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-4","COMMANDERS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-5","COMMANDERS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-6","COMMANDERS PK","RAVENS PK","PACKERS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-7","COMMANDERS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-8","COMMANDERS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHIROMP-9","COMMANDERS PK","RAVENS PK","SEAHAWKS PK","TEXANS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHOG HAT-1","BRONCOS PK","CARDINALS PK","SEAHAWKS PK","TEXANS PK","BILLS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHOG HAT-2","CARDINALS PK","BRONCOS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHX2040-1","COMMANDERS PK","RAVENS PK","SEAHAWKS PK","BILLS PK","CARDINALS PK","ELIMINATED","ELIMINATED","ELIMINATED","ELIMINATED"
"PHYTHIAN 6-1","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BILLS PK","COLTS PK","PACKERS PK","BEARS PK","FALCONS PK","ELIMINATED"
"PHYTHIAN 6-2","CARDINALS PK","COWBOYS PK","SEAHAWKS PK","BRONCOS PK","LIONS PK","COLTS PK","PATRIOTS PK","BUCS PK","ALIVE"
