EntryName,Total_Wins,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14,Week_15,Week_16,Week_17,Week_18
Just Say Yes!-1,11,BUF,GB,IND,LAR,BAL,MIA,LAC,PHI,KC,NO,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
JUST TALK DIRTY-1,11,BUF,ARI,CLE,TB,PIT,IND,NO,PHI,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Kitsunegari-2,11,KC,CLE,IND,LAR,BAL,MIA,BUF,TB,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Live Healthy Rich-1,11,PIT,TB,IND,LAR,BAL,MIA,BUF,PHI,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
LIZ-1,11,KC,TEN,CLE,LAR,BAL,IND,BUF,TB,NE,GB,PIT,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Lucas Nogueira-1,11,NE,TEN,TB,LAR,NO,MIA,LAC,PHI,KC,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Lucas Nogueira-5,11,NE,CHI,TB,LAR,BAL,IND,LAC,KC,HOU,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
LUCKY 13-1,11,BAL,SF,IND,LAR,SEA,MIA,BUF,PHI,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Luther41-1,11,BUF,TB,IND,LAR,BAL,MIA,KC,PHI,TEN,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Maiowe-1,11,KC,CLE,IND,TB,HOU,MIA,BUF,PHI,NE,GB,LAC,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MATADOR-1,11,BUF,TB,IND,LAR,NO,MIA,LAC,PHI,NE,GB,KC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MAX-1,11,BUF,TB,IND,LAR,BAL,MIA,LAC,KC,PIT,GB,NO,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MICHCONN-2,11,BUF,KC,IND,LAR,BAL,MIA,NO,TB,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Midnight Cat-1,11,BUF,TB,NE,BAL,SEA,MIA,LAC,KC,HOU,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MINTF-5,11,NE,SF,IND,BAL,PIT,MIA,BUF,KC,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MONEY OBSCENE-2,11,PIT,TB,IND,LAR,BAL,MIA,BUF,KC,NE,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MR BOBBY F-1,11,BAL,KC,IND,LAR,HOU,MIA,BUF,TB,NE,NO,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MR. PICKLES-1,11,BUF,TEN,CLE,LAR,NO,MIA,LAC,PHI,NE,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
NORTH OF THE BORDER-2,11,NE,KC,IND,LAR,BAL,MIA,BUF,PHI,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
NOTJOE'SAVGJALAPENOS-3,11,BUF,PIT,IND,LAR,BAL,MIA,NO,PHI,HOU,TB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
OFFINTHEWOODS-1,11,NE,GB,IND,BAL,ARI,MIA,BUF,KC,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ONE MAIN-1,11,BUF,GB,TB,LAR,NO,IND,KC,PHI,NE,PIT,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ORDER UP-3,11,BUF,SF,IND,LAR,NO,MIA,PHI,KC,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
PAR5ONIN2-1,11,KC,TEN,IND,LAR,DAL,MIA,BUF,TB,HOU,GB,PIT,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
PGAMOPTOUR5-4,11,NE,TB,IND,BAL,DAL,MIA,BUF,KC,PIT,GB,NO,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
PLAYIN N STAYIN-2,11,BUF,TB,IND,LAR,BAL,MIA,NO,KC,NE,CLE,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Putting on the foil-4,11,NE,SEA,IND,LAR,BAL,MIA,LAC,PHI,KC,GB,PIT,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
QUESERASERA-2,11,BUF,KC,CLE,LAR,BAL,MIA,NO,TB,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Sand Bagger-2,11,BAL,PIT,IND,LAR,DAL,MIA,BUF,KC,NE,GB,LAC,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Schematic Advantage-2,11,NE,ARI,IND,LAR,BAL,MIA,BUF,PHI,KC,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
SDQLMASTER-5,11,NE,TEN,IND,LAR,ARI,MIA,BUF,TB,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Shamy-5,11,NE,TB,CLE,LAR,ARI,BAL,BUF,KC,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
SharpSyndicateSports-5,11,NE,TB,CLE,BAL,NO,MIA,BUF,KC,HOU,GB,LAC,PIT,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
SJM-5,11,NE,PIT,IND,LAR,SEA,MIA,BUF,TB,HOU,LV,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
SPS-2,11,BUF,TB,IND,LAR,NO,MIA,LAC,KC,NE,GB,PIT,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
SPS-4,11,BUF,TB,IND,LAR,ARI,MIA,NO,PHI,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
STRAIGHT CA$H HOMIE-1,11,BUF,ARI,NE,LAR,HOU,IND,PHI,TB,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
SUPER SENIOR STEVE-1,11,BUF,TEN,CLE,LAR,BAL,IND,LAC,TB,KC,NO,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
TAHOE-3,11,NE,PIT,CLE,LAR,SEA,IND,BUF,TB,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Tampa Daven-3,11,NE,PIT,SF,TB,NO,IND,BUF,KC,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
TD TONY-2,11,KC,ARI,CLE,LAR,HOU,IND,BUF,PHI,NE,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Team Barbara Lee-1,11,KC,ARI,IND,LAR,BAL,MIA,BUF,PHI,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
TEAM MONEY-4,11,NE,TEN,IND,LAR,BAL,MIA,BUF,TB,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
TEAM RED RAIDER-1,11,PIT,BAL,IND,LAR,ARI,MIA,BUF,KC,NE,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
THAWK-3,11,BUF,ARI,CLE,TB,HOU,IND,NO,KC,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
The Disasters-1,11,BUF,ARI,CLE,LAR,HOU,IND,NO,PHI,TEN,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
The Mad Russian-5,11,JAC,TB,IND,BAL,NO,MIA,BUF,KC,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
THE WINDOW PODCAST-1,11,BUF,ARI,IND,LAR,HOU,MIA,PHI,KC,NE,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Thomas Shelby-1,11,PIT,TEN,IND,LAR,ARI,MIA,BUF,TB,NE,GB,KC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Thunder-4,11,BUF,CLE,IND,TB,HOU,MIA,NO,PHI,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
TKOB-1,11,BUF,TB,IND,BAL,HOU,MIA,LAC,PHI,TEN,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Trouble With TheSnap-1,11,BAL,TEN,IND,LAR,NO,MIA,BUF,TB,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
VODKA ROCKS-1,11,KC,TEN,IND,LAR,ARI,MIA,BUF,TB,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
WAZ-2,11,NE,TEN,IND,BAL,ARI,MIA,BUF,PHI,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
WE BAD-1,11,KC,TEN,NE,BAL,SEA,MIA,BUF,PHI,GB,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
WHERE'S LUNCH-5,11,NE,TEN,CLE,BAL,ARI,IND,BUF,PHI,KC,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
WILLY BALTERS-1,11,BUF,ARI,IND,LAR,NO,MIA,LAC,PHI,KC,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
XXYYZZ-1,11,KC,TEN,IND,LAR,SEA,MIA,BUF,TB,NE,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
YEEGONE3-3,11,BAL,PIT,CLE,LAR,ARI,MIA,BUF,TB,KC,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
1ST TIME CALLAH-2,10,BUF,PIT,CLE,LAR,ARI,MIA,LAC,TB,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
5 BUKI ODS-2,10,BUF,KC,IND,LAR,BAL,MIA,LAC,PHI,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
617 to 702-3,10,BAL,TEN,NE,LAR,NO,IND,BUF,KC,GB,CLE,MIA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ACKATTACK-1,10,PIT,TEN,IND,LAR,ARI,MIA,BUF,PHI,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ACKATTACK-3,10,PIT,TEN,IND,LAR,ARI,MIA,BUF,PHI,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
American Pride Guy-3,10,BUF,KC,IND,BAL,LAR,MIA,LAC,PHI,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Bison Sports-4,10,PIT,TB,NE,LAR,NO,SF,KC,PHI,HOU,ARI,MIA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BK tingle-1,10,NE,BUF,TB,BAL,LAR,ARI,NO,KC,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Black Devil-3,10,BUF,ARI,CLE,LAR,SEA,MIA,KC,TB,NE,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BMAC-1,10,KC,SF,IND,LAR,BAL,MIA,BUF,PHI,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
BOBBYT-3,10,BUF,KC,IND,LAR,PIT,MIA,LAC,PHI,HOU,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Bucky Picks-1,10,BUF,SF,NE,BAL,ARI,IND,NO,KC,PIT,GB,TB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CAVEHAWKS-2,10,BUF,TB,NE,LAR,NO,IND,LAC,KC,TEN,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CRE8-2,10,BUF,PIT,IND,LAR,SEA,MIA,LAC,PHI,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
CTFC-1,10,BUF,TB,IND,LAR,ARI,MIA,NO,KC,PIT,GB,BAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Cuddy120-3,10,BUF,TEN,NE,LAR,BAL,MIA,LAC,TB,PIT,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
DJ-PGA-1,10,BUF,KC,IND,LAR,SEA,MIA,LAC,TB,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Dr.Unk-1,10,BUF,TB,IND,LAR,HOU,MIA,LAC,KC,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Duck U-1,10,NE,TB,CLE,LAR,HOU,MIA,LAC,KC,PIT,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
dylan-3,10,NE,PIT,IND,BAL,LAR,MIA,BUF,TB,TEN,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
EASY ROD-1,10,BUF,SF,IND,LAR,ARI,MIA,PHI,KC,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Enut34-1,10,KC,TEN,IND,LAR,SEA,MIA,BUF,PHI,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
EROQ-4,10,BUF,PIT,TB,BAL,NO,MIA,CLE,KC,GB,DET,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Exodus 20-3,10,BAL,GB,IND,LAR,ARI,MIA,BUF,KC,PIT,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Fireball-1,10,BUF,TEN,IND,LAR,BAL,MIA,LAC,PHI,KC,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Fresh Prince-3,10,NE,TB,IND,LAR,BAL,MIA,BUF,PHI,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Gamblinsteve-1,10,NE,TB,IND,LAR,BAL,TEN,BUF,KC,PIT,NO,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Gamblinsteve-2,10,BUF,ARI,CLE,TB,DAL,IND,LAC,KC,NE,GB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Gamblinsteve-3,10,BUF,TB,IND,BAL,ARI,MIA,NO,KC,NE,GB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Goodfellas-2,10,KC,TEN,IND,LAR,NO,BAL,BUF,PHI,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Hammer Heads-1,10,BUF,TEN,IND,LAR,NO,MIA,LAC,KC,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HATMAN'S HEADHUNTERS-1,10,BAL,GB,IND,TB,ARI,MIA,BUF,PHI,KC,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
hoffytime.-2,10,BAL,TB,IND,LAR,NO,MIA,BUF,PHI,KC,PIT,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
hoosierdaddies-1,10,BAL,TB,CLE,LAR,NO,IND,LAC,KC,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
HOP THE HARD FOUR-1,10,BUF,TB,IND,LAR,PIT,BAL,LAC,KC,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
How You Feeling-1,10,KC,TEN,IND,LAR,ARI,MIA,BUF,PHI,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ididn'tseethatcoming-3,10,KC,PIT,CLE,BAL,NO,IND,PHI,TB,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
ididn'tseethatcoming-4,10,KC,PIT,CLE,LAR,NO,IND,LAC,TB,NE,GB,BAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Jax 2 Win-3,10,PIT,ARI,BUF,TB,HOU,MIA,LAC,KC,TEN,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
K 2 S Q R-1,10,KC,ARI,NE,LAR,SEA,MIA,BUF,TB,PIT,GB,BAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
KB512-3,10,BUF,TEN,TB,LAR,ARI,MIA,LAC,KC,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
KICKER LIVES MATTER-1,10,BUF,GB,IND,LAR,BAL,MIA,LAC,KC,HOU,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
KPT31920-1,10,PIT,SF,CLE,LAR,DAL,MIA,LAC,PHI,NE,LV,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Kris Barr.-1,10,NE,CLE,IND,LAR,ARI,MIA,NO,KC,PIT,GB,BAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Larry B 27-4,10,NE,PIT,CLE,BAL,ARI,IND,BUF,PHI,KC,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Livin' The Dream-1,10,BUF,GB,NE,TB,NO,MIA,LAC,PHI,KC,CLE,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
LOGICIANS-1,10,KC,TB,NE,BAL,NO,IND,LAC,PHI,PIT,GB,MIA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Lucas Nogueira-4,10,NE,CHI,TB,LAR,BAL,MIA,NO,PHI,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
LUKEDERUK-2,10,BUF,ARI,IND,LAR,BAL,MIA,LAC,TB,NE,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Magi Quicksilver-1,10,BAL,ARI,IND,LAR,PIT,MIA,LAC,PHI,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Mahomes 1973-1,10,BAL,TB,IND,LAR,SEA,MIA,BUF,KC,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MAKENA-1,10,BUF,TEN,IND,LAR,PIT,MIA,LAC,TB,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Mikey D-4,10,BUF,CLE,NE,BAL,LAR,IND,LAC,PHI,PIT,GB,MIA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MINTF-2,10,KC,TB,NE,LAR,ARI,IND,BUF,PHI,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Molly Mols-1,10,BUF,SF,TB,LAR,ARI,IND,LAC,PHI,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
MonsterLoc-2,10,BUF,PIT,TB,LAR,BAL,MIA,LAC,KC,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
No Regrets-5,10,LAC,ARI,CLE,BAL,PIT,MIA,BUF,TB,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
OlwillyD-1,10,BUF,ARI,NE,BAL,HOU,IND,PHI,TB,KC,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
One Man Gang-2,10,LV,GB,NE,LAR,SEA,MIA,BUF,KC,PIT,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
POLISH PRINCE-1,10,BAL,PIT,NE,LAR,SEA,MIA,BUF,PHI,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
PRAY4DUBB-2,10,BUF,CLE,IND,LAR,DAL,DET,LAC,KC,TEN,TB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
PRESENCE-2,10,NO,TB,IND,LAR,ARI,TEN,KC,PHI,MIN,GB,MIA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
PRESENCE-4,10,BUF,TEN,TB,GB,NO,MIA,CLE,KC,PIT,LV,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Putting on the foil-3,10,BUF,PIT,NE,BAL,NO,MIA,LAC,PHI,KC,GB,TB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Reggie bush wackers-1,10,BUF,ARI,IND,LAR,NO,MIA,LAC,KC,NE,TB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
RG-1,10,BUF,TEN,NE,LAR,BAL,IND,LAC,PHI,KC,PIT,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
RIGHTANGLESPORTS-1,10,NE,TB,IND,LAR,BAL,MIA,LAC,KC,PIT,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Shamy-4,10,TEN,ARI,IND,LAR,PIT,MIA,LAC,KC,NE,GB,TB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
SJM-4,10,NE,TEN,CLE,LAR,BAL,IND,LAC,TB,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
SKOL-1,10,BUF,KC,IND,BAL,NO,MIA,LAC,PHI,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Slash Brothers-1,10,BUF,PIT,CLE,LAR,ARI,MIA,LAC,KC,NE,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
Slater-1,10,BUF,PIT,IND,LAR,ARI,MIA,LAC,TB,KC,GB,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED
